case,tx_id,group_id,segment_index,group_segments,tx_time_ns,arrival_ns,sender,receiver,kind,app_source,app_id,hop_seq,ack_bits,dack_bits,decision,reason,boundary_distance_ns
ok,70,80,4,9,2379000028,2427001028,5,1,DATA,4,8,29,0,0,pass,none,-1
ok,70,80,5,9,2379000028,2427001028,5,1,DATA,4,9,30,0,0,pass,none,-1
ok,70,80,6,9,2379000028,2427001028,5,1,DATA,4,10,31,0,0,pass,none,-1
ok,70,80,7,9,2379000028,2427001028,5,1,DATA,4,11,32,0,0,pass,none,-1
ok,70,80,8,9,2379000028,2427001028,5,1,DATA,4,12,33,0,0,pass,none,-1
ok,70,80,9,9,2379000028,2427001028,5,1,DATA,4,13,34,0,0,pass,none,-1
ok,70,80,10,9,2379000028,2427001028,5,1,DATA,4,14,35,0,0,pass,none,-1
ok,71,81,1,1,2403961028,2426042028,1,5,ACK,0,0,26,67108863,0,pass,none,-1
ok,72,82,1,1,2442961028,2465042028,1,5,ACK,0,0,35,34359738367,0,pass,none,-1
ok,73,83,1,1,2481961028,2504042028,1,5,ACK,0,0,35,34359738367,0,pass,none,-1
ok,74,84,1,1,2520961028,2543042028,1,5,ACK,0,0,35,34359738367,0,pass,none,-1
ok,75,85,1,1,2559961028,2582042028,1,5,ACK,0,0,35,34359738367,0,pass,none,-1
ok,76,86,1,1,2598961028,2621042028,1,5,ACK,0,0,35,34359738367,0,pass,none,-1
ok,77,87,1,8,2600000028,2642661028,5,1,DATA,4,15,36,0,0,pass,none,-1
ok,77,87,2,8,2600000028,2642661028,5,1,DATA,4,16,37,0,0,pass,none,-1
ok,77,87,3,8,2600000028,2642661028,5,1,DATA,4,17,38,0,0,pass,none,-1
ok,77,87,4,8,2600000028,2642661028,5,1,DATA,4,18,39,0,0,pass,none,-1
ok,77,87,5,8,2600000028,2642661028,5,1,DATA,4,19,40,0,0,pass,none,-1
ok,77,87,6,8,2600000028,2642661028,5,1,DATA,4,20,41,0,0,pass,none,-1
ok,77,87,7,8,2600000028,2642661028,5,1,DATA,4,21,42,0,0,pass,none,-1
ok,77,87,8,8,2600000028,2642661028,5,1,DATA,5,22,43,0,0,pass,none,-1
ok,78,88,1,1,2676961028,2699042028,1,5,ACK,0,0,43,8796093022207,0,pass,none,-1
ok,79,89,1,1,2715961028,2738042028,1,5,ACK,0,0,43,8796093022207,0,pass,none,-1
ok,80,90,1,1,2754961028,2777042028,1,5,ACK,0,0,43,8796093022207,0,pass,none,-1
ok,81,91,1,1,2793961028,2816042028,1,5,ACK,0,0,43,8796093022207,0,pass,none,-1
ok,82,92,1,1,2832961028,2855042028,1,5,ACK,0,0,43,8796093022207,0,pass,none,-1
ok,83,93,1,1,3133000028,3155501028,5,1,DATA,5,23,44,0,0,pass,none,-1
ok,84,94,1,1,3183961028,3206042028,1,5,ACK,0,0,44,17592186044415,0,pass,none,-1
ok,85,95,1,1,3222961028,3245042028,1,5,ACK,0,0,44,17592186044415,0,pass,none,-1
ok,86,96,1,1,3261961028,3284042028,1,5,ACK,0,0,44,17592186044415,0,pass,none,-1
