seed,node,source,start_s,end_s,source_attempts,source_admitted,source_blocked,source_delivered_events,nwk_enqueued,nwk_submitted,nwk_released,hop_admitted,hop_sent_callbacks,hop_retry_requests,hop_acks,hop_dacks,hop_dack_expired,hop_failed,mean_nwk_custody,mean_nwk_pre_first_submit,mean_hop_capacity,mean_dack_hold
129,2,8,2700.0,3000.0,15000,12,14988,11,12,8,8,8,10,2,8,0,0,0,2.92694521637387,2.8775785510036047,0.049366665370265156,0.0
129,2,8,3000.0,3300.0,15000,37,14963,5,35,23,23,23,32,9,16,7,5,0,16.898557388165603,16.722810725295535,0.6931047057840017,0.5173580429139338
129,2,8,3300.0,3600.0,15000,22,14978,20,22,28,27,28,47,19,8,17,16,2,17.228284677540803,16.847204284605468,1.5775227489757313,1.196442356040396
129,2,8,3600.0,3900.0,15000,30,14970,7,30,23,24,23,32,9,3,21,22,0,19.481041956032797,19.249324314665998,1.846548622178534,1.6148309808117347
129,2,8,3900.0,4200.0,15000,28,14972,32,27,33,33,33,51,18,14,17,18,2,16.762743627762,16.425195589848464,1.6847023516882034,1.3471543137746675
129,2,8,4200.0,4500.0,15000,36,14964,31,35,37,37,37,48,11,8,28,28,1,17.039126778993808,16.619254430268793,2.537019017984482,2.117146669259467
129,2,8,4500.0,4800.0,15000,39,14961,22,38,25,25,25,31,6,5,18,19,2,21.42609590156186,21.24064119661126,1.392522352151215,1.2070676472006168
129,2,8,4800.0,5100.0,15000,30,14970,22,30,40,40,40,50,10,14,26,22,0,21.709397616425328,21.345120956425863,2.101479413605196,1.7372027536057308
129,2,8,5100.0,5400.0,15000,27,14973,40,26,25,25,25,37,12,3,21,25,1,12.640682827399539,12.3901071435818,1.913372934564195,1.662797250746456
129,2,8,5400.0,5700.0,15000,21,14979,12,20,18,18,18,30,12,8,8,8,2,17.51255797087373,17.305319931200795,0.8072380404137312,0.6000000007407986
129,2,8,5700.0,6000.0,15000,40,14960,18,39,37,36,37,46,9,13,23,22,0,14.408435907627073,14.038966891494596,1.9517880393951388,1.582319023262662
129,7,7,0.0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
129,7,7,300.0,600.0,15000,114,14886,0,114,98,98,98,144,46,37,57,53,4,15.986661632179805,15.102054570117883,4.80718650107677,3.922579439014847
129,7,7,600.0,900.0,15000,53,14947,34,53,53,53,53,70,17,2,51,51,0,15.997928331410282,15.726115007706658,3.999999995092553,3.728186671388927
129,7,7,900.0,1200.0,15000,53,14947,42,53,53,53,53,66,13,0,53,53,0,15.998271664744234,15.761925007891726,3.999999995092311,3.7636533382398043
129,7,7,1200.0,1500.0,15000,57,14943,26,57,57,57,57,65,8,0,57,57,0,15.997708897303834,15.782485574525001,3.999999994721799,3.784776671942965
129,7,7,1500.0,1800.0,15000,55,14945,26,55,55,55,55,61,6,0,54,55,1,15.997985972976931,15.794630291208328,3.9037633283329365,3.7004076465643347
129,7,7,1800.0,2100.0,15000,42,14958,49,42,42,42,42,44,2,0,42,42,0,15.997974275206166,15.833237616316673,2.999999996110797,2.8352633372213023
129,7,7,2100.0,2400.0,15000,42,14958,39,42,42,42,42,45,3,0,42,42,0,15.997517608539164,15.78303428298333,2.9999999961107977,2.7855166705549617
129,7,7,2400.0,2700.0,15000,23,14977,28,23,23,23,23,34,11,0,21,23,2,15.999343804454869,15.821102424808336,1.701073331388731,1.5228319517421975
129,7,7,2700.0,3000.0,15000,15,14985,36,15,15,15,15,20,5,0,14,14,1,15.999533647383469,15.8988903167352,0.9999999986110015,0.8993566679627338
129,7,7,3000.0,3300.0,15000,46,14954,38,46,46,46,46,52,6,9,37,35,0,15.997988174431827,15.789648181931394,2.6494080461276006,2.4410680536271685
129,7,7,3300.0,3600.0,15000,41,14959,33,41,41,41,41,54,13,0,40,41,1,15.998458992351965,15.773199974658334,2.969823329629333,2.7445643119357026
129,7,7,3600.0,3900.0,15000,30,14970,23,30,30,30,30,33,3,2,28,28,0,15.9989959108613,15.8811692495648,1.9999999972220364,1.882173335925536
129,7,7,3900.0,4200.0,15000,32,14968,45,32,32,32,32,37,5,5,27,27,0,15.998951193807322,15.877114532603663,1.9999999970368025,1.8781633358331464
129,7,7,4200.0,4500.0,15000,46,14954,29,46,46,46,46,54,8,6,39,38,1,15.998373866383675,15.79990151554253,2.80658471288677,2.608112362045625
129,7,7,4500.0,4800.0,15000,47,14953,21,47,47,47,47,54,7,6,41,41,0,15.998315815904013,15.815095824052745,2.999999995647816,2.816780003796548
129,7,7,4800.0,5100.0,15000,42,14958,38,42,42,42,42,46,4,0,42,42,0,15.998310941871669,15.860094282983333,2.9999999961107853,2.8617833372224504
129,7,7,5100.0,5400.0,15000,32,14968,45,32,32,32,32,42,10,3,28,29,1,15.99869688575983,15.82398453278887,2.1343333304627623,1.9596209774918012
129,7,7,5400.0,5700.0,15000,29,14971,26,29,29,29,29,36,7,1,28,28,0,15.998931602720992,15.848994941332391,1.9999999973146168,1.8500633359260155
129,7,7,5700.0,6000.0,15000,39,14961,30,39,39,39,39,51,12,13,25,24,1,15.99829037607174,15.748054689952664,2.094341380201607,1.8441056940825304
129,8,7,0.0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
129,8,7,300.0,600.0,15000,114,14886,0,94,72,72,72,90,18,27,43,39,2,18.92550434900712,18.107782994829474,3.8522974198479467,3.0345760656703002
129,8,7,600.0,900.0,15000,53,14947,34,53,49,49,49,70,21,4,42,43,3,20.46331842185382,20.06693805012433,3.2174346935295475,2.8210543218000566
129,8,7,900.0,1200.0,15000,53,14947,42,53,44,44,44,60,16,0,42,43,2,29.570687817152837,29.185296459827356,3.4091190124590556,3.023727655133572
129,8,7,1200.0,1500.0,15000,57,14943,26,57,32,32,32,35,3,0,32,31,0,48.63339047288923,48.515063811871165,2.23250567940347,2.1141790183854003
129,8,7,1500.0,1800.0,15000,55,14945,26,54,41,41,41,47,6,0,41,41,0,67.32879412434221,67.09708079767606,2.9266199971294022,2.694906670463268
129,8,7,1800.0,2100.0,15000,42,14958,49,42,32,31,32,40,8,4,26,28,1,78.9593957927756,78.79468776665381,2.043676664351668,1.878968638229867
129,8,7,2100.0,2400.0,15000,42,14958,39,42,41,41,41,54,13,14,27,27,0,84.7689232886869,84.55057662785404,1.9848899966664022,1.766543335833535
129,8,7,2400.0,2700.0,15000,23,14977,28,21,44,44,44,60,17,12,31,30,1,77.9799621286864,77.6673931193758,2.534504694270064,2.221935684959467
129,8,7,2700.0,3000.0,15000,15,14985,36,14,55,56,55,68,12,9,47,44,0,43.78231721721357,43.51951624124756,3.4165480265847994,3.1537470506187915
129,8,7,3000.0,3300.0,15000,46,14954,38,46,44,44,44,55,11,0,44,46,0,18.159852076249862,17.93811875032453,3.268911965821999,3.0471786398966696
129,8,7,3300.0,3600.0,15000,41,14959,33,40,38,38,38,51,13,0,38,37,0,25.537245751510998,25.322039091418933,2.8973590123664024,2.6821523522743367
129,8,7,3600.0,3900.0,15000,30,14970,23,30,36,35,36,46,11,0,34,38,1,18.813022228394395,18.60333087032827,2.770721966192394,2.5610306081262646
129,8,7,3900.0,4200.0,15000,32,14968,45,32,32,33,32,46,13,9,22,20,2,17.2520005254184,17.00468818120027,1.772537043766409,1.5252246995482786
129,8,7,4200.0,4500.0,15000,46,14954,29,45,40,40,40,56,16,10,27,27,3,19.319054559938042,19.006280852190365,2.214707043581205,1.9019333358335249
129,8,7,4500.0,4800.0,15000,47,14953,21,47,48,48,48,59,11,5,43,41,0,18.724309972717894,18.46590998086669,3.240064693344078,2.981664701492876
129,8,7,4800.0,5100.0,15000,42,14958,38,42,40,38,40,50,10,0,38,41,0,24.476357001898275,24.20297564466554,2.937580981151602,2.6641996239188668
129,8,7,5100.0,5400.0,15000,32,14968,45,31,38,39,38,48,10,2,35,34,2,19.6986624738031,19.48544679671463,2.733228029084994,2.520012351996523
129,8,7,5400.0,5700.0,15000,29,14971,26,29,22,23,22,28,6,0,23,25,0,19.736350773771274,19.63004312660121,1.7799396184554583,1.6736319712853946
129,8,7,5700.0,6000.0,15000,39,14961,30,38,47,46,47,67,20,17,26,26,3,18.646502757161407,18.148550034176733,2.3646193920589336,1.8666666690742597
129,8,8,0.0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
129,8,8,300.0,600.0,15000,86,14914,5,86,70,70,70,92,22,28,39,36,3,15.988482627453516,15.112584605775865,3.5643850715553813,2.6884870498777307
129,8,8,600.0,900.0,15000,39,14961,22,39,39,39,39,53,14,5,34,35,0,15.998195061589856,15.703531735201022,2.851397647448144,2.5567343210593108
129,8,8,900.0,1200.0,15000,29,14971,36,29,29,29,29,40,11,14,15,16,0,15.998905216737585,15.78955522173784,1.2647976476331833,1.0554476526334375
129,8,8,1200.0,1500.0,15000,15,14985,28,15,15,15,15,18,3,5,10,11,0,15.999511433944669,15.931348103204133,0.7674943162443355,0.6993309855038016
129,8,8,1500.0,1800.0,15000,10,14990,17,10,10,10,10,15,5,10,0,0,0,15.999683178185332,15.926303180037333,0.07337999814800014,0.0
129,8,8,1800.0,2100.0,15000,9,14991,17,9,9,9,9,13,4,9,0,0,0,15.999602193700133,15.947852195089132,0.05174999861100256,0.0
129,8,8,2100.0,2400.0,15000,6,14994,12,6,6,6,6,6,0,6,0,0,0,15.999752573577867,15.984642574596467,0.015109998981398955,0.0
129,8,8,2400.0,2700.0,15000,10,14990,3,10,10,10,10,18,8,9,0,0,1,15.999688860459397,15.889279846333599,0.11040901412579994,0.0
129,8,8,2700.0,3000.0,15000,12,14988,11,12,12,12,12,17,5,12,0,0,0,15.999531813822399,15.913178482248465,0.08635333157393536,0.0
129,8,8,3000.0,3300.0,15000,37,14963,5,37,37,37,37,51,14,14,21,20,2,15.998601123833863,15.760873098823264,1.6111503757107342,1.3734223507001357
129,8,8,3300.0,3600.0,15000,22,14978,20,22,22,22,22,24,2,7,15,16,0,15.999038325341065,15.922974995896936,1.1026409820775962,1.026577652633467
129,8,8,3600.0,3900.0,15000,30,14970,7,30,30,30,30,40,10,4,26,23,0,15.999059534556,15.815169539926798,1.9921037099700667,1.8082137153408682
129,8,8,3900.0,4200.0,15000,28,14972,32,28,28,28,28,39,11,12,15,16,1,15.998883247859673,15.787857569660003,1.4109766641664692,1.199950985966801
129,8,8,4200.0,4500.0,15000,36,14964,31,36,37,36,37,46,10,15,20,22,1,15.998664457074602,15.769966431878789,1.6205333295367443,1.3918353043409328
129,8,8,4500.0,4800.0,15000,39,14961,22,39,38,39,38,50,11,5,33,32,1,15.998734077196868,15.76639075034553,2.5372190119960125,2.3048756851446734
129,8,8,4800.0,5100.0,15000,30,14970,22,30,31,30,31,42,11,4,26,26,0,15.998929534555987,15.764110524689785,2.0624190122738004,1.8276000024075985
129,8,8,5100.0,5400.0,15000,27,14973,40,27,26,27,26,36,10,24,2,2,1,15.998952263374477,15.829965600597015,0.2978966629626575,0.12891000018519663
129,8,8,5400.0,5700.0,15000,21,14979,12,21,22,21,22,33,11,3,17,16,1,15.999393023129938,15.84759499589693,1.3179970442293991,1.1661990169963914
129,8,8,5700.0,6000.0,15000,40,14960,18,40,39,40,39,51,13,29,10,7,1,15.998518395015404,15.659421733256531,0.9365470422847981,0.5974503805259246
130,2,2,0.0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
130,2,2,300.0,600.0,15000,79,14921,26,79,64,63,64,89,25,30,33,32,0,15.98933166279665,14.447198338074285,4.010092348910723,2.46795902418836
130,2,2,600.0,900.0,15000,46,14954,24,46,45,46,45,62,17,0,44,43,2,15.998183066265389,15.160427386521333,3.8609680382842795,3.023212358540223
130,2,2,900.0,1200.0,15000,32,14968,26,32,32,32,32,44,12,0,32,32,0,15.998574654118531,15.691957993378134,2.5850633303702066,2.2784466696298074
130,2,2,1200.0,1500.0,15000,23,14977,33,23,24,23,24,32,9,0,22,22,1,15.998948199798997,15.824023495033599,1.6854147068025993,1.5104900020372005
130,2,2,1500.0,1800.0,15000,25,14975,27,25,24,25,24,27,2,22,3,5,0,15.998851136030002,15.855713494663199,0.4630295993788688,0.3198919580120666
130,2,2,1800.0,2100.0,15000,22,14978,21,22,22,22,22,27,5,1,20,18,1,15.999267221024468,15.874141537114134,1.4864703946947315,1.3613447107843983
130,2,2,2100.0,2400.0,15000,29,14971,17,29,29,29,29,36,7,20,8,10,1,15.998964072446203,15.815515055665534,0.7554376419224036,0.5719886251417347
130,2,2,2400.0,2700.0,15000,29,14971,26,29,29,29,29,44,15,15,12,11,2,15.998819760430937,15.714375055665538,1.1899937270094643,0.9055490222440661
130,2,2,2700.0,3000.0,15000,26,14974,16,26,31,26,31,35,9,21,5,6,0,15.999045448137865,15.455180346362738,0.9049827477719282,0.361117645996801
130,2,2,3000.0,3300.0,15000,36,14964,25,36,31,36,31,46,10,3,32,29,1,15.998630923867928,15.69971034738133,2.3604509761817294,2.061530399695131
130,2,2,3300.0,3600.0,15000,20,14980,23,20,20,20,20,28,8,1,18,21,1,15.999315263475404,15.864356245768734,1.4067619559748663,1.271802938268197
130,2,2,3600.0,3900.0,15000,25,14975,30,25,25,25,25,29,5,22,3,3,0,15.999131136030003,15.821737806678472,0.44405999629600046,0.2666666669444673
130,2,2,3900.0,4200.0,15000,39,14961,24,39,39,39,39,51,13,14,24,21,1,15.99848719352487,15.626548178318405,1.8107094141608029,1.4387703989543388
130,2,2,4200.0,4500.0,15000,35,14965,28,35,35,35,35,41,6,5,30,31,0,15.998420923775333,15.698854262757258,2.4234309759965376,2.123864314978464
130,2,2,4500.0,4800.0,15000,27,14973,27,27,27,27,27,38,11,6,19,21,2,15.999077802881873,15.754619764968329,1.6151566640738808,1.3706986261603378
130,2,2,4800.0,5100.0,15000,37,14963,27,37,37,37,37,50,13,20,15,10,2,15.99854092396053,15.627499554010058,1.3990098103371413,1.0279684403866698
130,2,2,5100.0,5400.0,15000,26,14974,21,26,26,26,26,32,6,0,26,31,0,15.999052114804535,15.824852119527131,2.2128982253540017,2.0386982300765975
130,2,2,5400.0,5700.0,15000,24,14976,21,24,24,24,24,29,5,15,8,8,1,15.998935845240203,15.853710161144672,0.6785590181696686,0.533333334074138
130,2,2,5700.0,6000.0,15000,21,14979,21,21,22,21,22,26,4,6,14,14,1,15.999296242249926,15.857818203502987,1.0748113733766664,0.9333333346297271
130,2,7,0.0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
130,2,7,300.0,600.0,15000,107,14893,0,65,51,49,51,71,21,16,33,28,0,16.646004635080967,15.38457326679663,3.43021981033749,2.1687884420531547
130,2,7,600.0,900.0,15000,54,14946,39,51,46,48,46,63,17,0,45,48,3,18.72293543638682,17.99646309006869,3.9759286204195434,3.249456274101414
130,2,7,900.0,1200.0,15000,43,14957,33,42,41,40,41,46,5,0,39,39,1,20.32127735725438,19.99881265563717,2.952638038561826,2.6301733369446145
130,2,7,1200.0,1500.0,15000,34,14966,35,38,33,34,33,45,12,0,33,34,1,22.454062355881266,22.151039028566935,2.6280909759039326,2.3250676485896014
130,2,7,1500.0,1800.0,15000,27,14973,30,27,36,35,36,47,11,0,35,34,0,21.11209087600827,20.805681860246203,2.6173580401359335,2.3109490243738637
130,2,7,1800.0,2100.0,15000,32,14968,30,29,25,25,25,38,13,0,24,25,1,18.932534673943938,18.727022323922537,2.0973966644442643,1.8918843144228625
130,2,7,2100.0,2400.0,15000,34,14966,21,35,37,37,37,54,19,6,31,28,0,19.457201091009072,19.051201096379874,2.3906837275650634,1.9846837329358642
130,2,7,2400.0,2700.0,15000,38,14962,36,37,32,33,32,48,15,1,31,33,1,19.8008374282586,19.54512410038866,2.464078621808135,2.208365293938191
130,2,7,2700.0,3000.0,15000,27,14973,18,30,37,35,37,48,13,4,30,30,1,19.964255077204072,19.46976468528733,2.6128670613614062,2.1183766694446664
130,2,7,3000.0,3300.0,15000,47,14953,27,40,35,37,35,55,18,0,35,36,2,17.906762211219196,17.573192217423397,2.815824309237269,2.4822543154414687
130,2,7,3300.0,3600.0,15000,34,14966,25,32,24,24,24,32,8,0,24,23,0,26.119596520395728,25.962709858173866,1.8940123522437988,1.7371256900219365
130,2,7,3600.0,3900.0,15000,31,14969,35,33,41,41,41,59,18,5,36,35,0,19.618917108410933,19.2383137813744,2.986055684836339,2.6054523577998028
130,2,7,3900.0,4200.0,15000,44,14956,25,41,45,45,45,61,16,3,39,40,3,18.76686967824833,18.27647595485026,3.148301372543269,2.6579076491451996
130,2,7,4200.0,4500.0,15000,40,14960,34,32,35,35,35,46,11,7,28,27,0,15.679573953582267,15.348190626360545,2.444055684280723,2.112672357059
130,2,7,4500.0,4800.0,15000,43,14957,29,41,32,31,32,43,12,1,30,30,0,21.801095578117323,21.53374989596639,2.294502351595611,2.0271566694446785
130,2,7,4800.0,5100.0,15000,43,14957,36,48,47,48,47,61,16,0,47,47,1,21.666145547206064,21.14894222053994,3.7237366643516694,3.2065333376855447
130,2,7,5100.0,5400.0,15000,41,14959,29,37,39,39,39,48,9,0,39,38,0,20.53974094625439,20.25822761977347,3.0147123512252043,2.733199024744284
130,2,7,5400.0,5700.0,15000,41,14959,34,36,35,34,35,43,8,0,34,34,0,25.105175436866944,24.83824642082708,2.6580756858549286,2.3911466698150647
130,2,7,5700.0,6000.0,15000,42,14958,27,37,37,38,37,54,17,0,38,38,0,26.585336634146543,26.260085661946608,2.963910975718733,2.6386600035187984
130,2,8,0.0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
130,2,8,300.0,600.0,15000,85,14915,12,67,54,54,54,78,25,20,32,26,2,16.131937269286052,14.609682567390582,3.705792164988864,2.1835374630933977
130,2,8,600.0,900.0,15000,45,14955,33,43,41,41,41,60,19,0,40,41,1,16.60487228487723,15.795239937818373,3.578376662963013,2.768744315904153
130,2,8,900.0,1200.0,15000,35,14965,30,34,34,33,34,42,8,0,33,36,0,16.581976560396196,16.30267087880068,2.700541954585995,2.4212362729904773
130,2,8,1200.0,1500.0,15000,32,14968,29,31,24,25,24,30,6,0,24,25,1,18.474252571640196,18.317259242659066,1.9024709767373331,1.745477647756201
130,2,8,1500.0,1800.0,15000,25,14975,26,25,34,34,34,40,6,0,34,31,0,19.0534253328708,18.840982005186063,2.363087060898402,2.1506437332136654
130,2,8,1800.0,2100.0,15000,28,14972,28,28,22,22,22,28,6,0,22,25,0,18.021812100787468,17.888718771435936,1.732002934656798,1.5989096053052656
130,2,8,2100.0,2400.0,15000,32,14968,25,32,35,35,35,42,7,6,29,28,0,17.475100620248934,17.254620625804932,2.19930568492893,1.9788256904849277
130,2,8,2400.0,2700.0,15000,35,14965,34,33,29,29,29,36,7,1,28,28,0,18.20910869644987,18.01807536802433,2.1528933310183325,1.9618600025927966
130,2,8,2700.0,3000.0,15000,25,14975,18,23,32,32,32,45,13,18,13,15,1,16.55617783227687,16.081142148736934,1.532467642478003,1.0574319589380685
130,2,8,3000.0,3300.0,15000,36,14964,30,35,28,28,28,34,6,3,25,23,0,16.365342282038263,16.173848953797933,1.8261713728210696,1.6346780445807372
130,2,8,3300.0,3600.0,15000,31,14969,22,31,21,21,21,30,9,0,20,20,1,21.78326532320873,21.616496305779865,1.5740423526141998,1.4072733351853322
130,2,8,3600.0,3900.0,15000,25,14975,28,26,39,39,39,62,23,9,29,28,1,18.17676319690967,17.75077084781427,2.489231372913664,2.063239023818264
130,2,8,3900.0,4200.0,15000,38,14962,24,36,36,35,36,47,11,16,19,21,0,15.868303082308133,15.497420733120132,1.7369043086816676,1.366021959493669
130,2,8,4200.0,4500.0,15000,36,14964,29,35,32,33,32,52,20,6,25,24,2,15.778378551880394,15.306022869081268,2.4439213729136675,1.9715656901145424
130,2,8,4500.0,4800.0,15000,30,14970,25,29,30,28,30,38,8,2,26,28,0,17.91438525561614,17.7023772182582,2.169229997499806,1.9572219601418692
130,2,8,4800.0,5100.0,15000,33,14967,32,33,33,35,33,41,8,18,17,17,0,14.642181235763726,14.313982616455787,1.4615319542154732,1.1333333349075352
130,2,8,5100.0,5400.0,15000,33,14967,19,33,32,31,32,52,20,10,18,18,3,16.968517717953144,16.576928304903532,1.6582560813830847,1.2666666683334733
130,2,8,5400.0,5700.0,15000,24,14976,24,23,26,27,26,37,11,12,14,14,1,18.9421929384042,18.758426275626732,1.1837666640738735,1.0000000012964028
130,2,8,5700.0,6000.0,15000,26,14974,15,25,25,25,25,35,10,7,18,18,0,16.568093190566675,16.37137319445587,1.3967199977776,1.2000000016667947
130,7,7,0.0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
130,7,7,300.0,600.0,15000,107,14893,0,107,91,91,91,127,36,32,55,51,4,15.987818141867756,15.292947745639161,4.595633168391592,3.9007627721629943
130,7,7,600.0,900.0,15000,54,14946,39,54,54,54,54,71,17,2,52,52,0,15.997675972883432,15.708919316031661,3.9999999949999605,3.7112433381481864
130,7,7,900.0,1200.0,15000,43,14957,33,43,43,43,43,51,8,0,42,43,1,15.99860094196536,15.821438591308384,3.0864466627775613,2.9092843121205854
130,7,7,1200.0,1500.0,15000,34,14966,35,34,34,34,34,38,4,5,28,29,1,15.998835502040437,15.834373149253667,2.0746633302777027,1.9102009774909334
130,7,7,1500.0,1800.0,15000,27,14973,30,27,27,27,27,36,9,0,27,27,0,15.99898298644217,15.852426324775,1.9999999974998044,1.853443335832635
130,7,7,1800.0,2100.0,15000,32,14968,30,32,32,32,32,34,2,4,28,28,0,15.998577860474601,15.87780453269627,1.9999999970369344,1.8792266692586024
130,7,7,2100.0,2400.0,15000,34,14966,21,34,34,34,34,34,0,6,28,28,0,15.998239810087368,15.873956482494401,1.9999999968517947,1.8757166692588316
130,7,7,2400.0,2700.0,15000,38,14962,36,38,38,38,38,48,10,11,27,27,0,15.998410375980068,15.795867048664732,1.9999999964814652,1.7974566691661251
130,7,7,2700.0,3000.0,15000,27,14973,18,27,29,27,29,37,10,2,25,27,0,15.999109653108672,15.828441607906461,1.9999999973146654,1.8293319521124567
130,7,7,3000.0,3300.0,15000,47,14953,27,47,45,47,45,64,17,7,39,37,1,15.997921507857805,15.711457207217537,2.8986323544526673,2.612168053812396
130,7,7,3300.0,3600.0,15000,34,14966,25,34,34,34,34,39,6,8,26,26,0,15.998529810087305,15.851236482309202,1.9999999968517659,1.8527066690736622
130,7,7,3600.0,3900.0,15000,31,14969,35,31,31,31,31,37,6,4,27,27,0,15.998673552334465,15.846916891037933,1.9999999971294984,1.8482433358329673
130,7,7,3900.0,4200.0,15000,44,14956,25,44,44,44,44,47,3,15,29,28,0,15.998016224818569,15.826152898151735,2.017935687786033,1.8460723611191967
130,7,7,4200.0,4500.0,15000,40,14960,34,40,40,40,40,60,20,5,34,34,1,15.998491350878199,15.719052332444402,2.8856290215821416,2.606190003148343
130,7,7,4500.0,4800.0,15000,43,14957,29,43,43,43,43,50,7,0,43,43,0,15.998171916678224,15.830701924641668,2.999999996018199,2.8325300039816437
130,7,7,4800.0,5100.0,15000,43,14957,36,43,43,43,43,54,11,2,41,41,0,15.997968583344806,15.793928591123137,2.999999996018199,2.7959600037965298
130,7,7,5100.0,5400.0,15000,41,14959,29,41,42,41,42,47,6,0,41,42,0,15.998346633731963,15.84630094965,2.999999996110813,2.847954312028851
130,7,7,5400.0,5700.0,15000,41,14959,34,41,40,41,40,51,10,0,41,40,0,15.998593300398579,15.818782333,2.9999999962960042,2.820189028897424
130,7,7,5700.0,6000.0,15000,42,14958,27,42,43,42,43,48,5,0,42,43,0,15.998624275205056,15.848641924641655,2.999999996018211,2.850017645454809
130,8,7,0.0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
130,8,7,300.0,600.0,15000,107,14893,0,87,67,67,67,96,29,20,45,40,2,19.192785050226455,18.429473695122876,4.104696436381262,3.341385081277684
130,8,7,600.0,900.0,15000,54,14946,39,54,53,52,53,79,27,4,47,51,1,18.65499730262154,18.067182613906844,4.225708631377791,3.637893942663098
130,8,7,900.0,1200.0,15000,43,14957,33,42,43,43,43,58,14,0,42,41,1,19.656144273265053,19.39044193173212,3.2517313608442193,2.9860290193112875
130,8,7,1200.0,1500.0,15000,34,14966,35,33,37,38,37,49,12,0,38,37,0,17.013824708489764,16.742073730671763,2.9085166634256683,2.6367656856076684
130,8,7,1500.0,1800.0,15000,27,14973,30,27,28,28,28,39,11,1,26,26,1,17.6146134614175,17.428897783958632,2.130195679866467,1.9444800024076017
130,8,7,1800.0,2100.0,15000,32,14968,30,32,30,30,30,38,8,1,28,29,1,16.856861889688734,16.694916212507668,2.0418633310183334,1.8799176538372686
130,8,7,2100.0,2400.0,15000,34,14966,21,34,35,35,35,46,11,8,27,26,0,18.313265713560995,18.12109905272813,2.0980156787552686,1.9058490179224024
130,8,7,2400.0,2700.0,15000,38,14962,36,38,37,37,37,51,14,0,37,38,0,16.463386849972064,16.213663523120733,2.9748009815220016,2.725077654670672
130,8,7,2700.0,3000.0,15000,27,14973,18,27,31,31,31,39,8,10,20,18,1,19.103326681539766,18.909484336858636,1.5211870440442,1.327344699363069
130,8,7,3000.0,3300.0,15000,47,14953,27,46,40,40,40,52,12,9,31,31,0,18.7657848049757,18.550828144328026,2.551269996851605,2.3363133362039328
130,8,7,3300.0,3600.0,15000,34,14966,25,34,34,34,34,46,12,0,32,34,2,17.456169693623966,17.25894833537264,2.5447033303701314,2.3474819721188047
130,8,7,3600.0,3900.0,15000,31,14969,35,31,33,33,33,47,14,6,27,26,0,20.226678535676832,19.993805207436502,2.1492990128293954,1.9164256845890637
130,8,7,3900.0,4200.0,15000,44,14956,25,44,42,42,42,50,8,9,32,32,1,16.968751205833332,16.74785552957828,2.4269090125515898,2.2060133362965373
130,8,7,4200.0,4500.0,15000,40,14960,34,39,36,36,36,59,23,13,19,21,4,19.418192553110387,19.07566982882933,1.847738028529387,1.5052153042483285
130,8,7,4500.0,4800.0,15000,43,14957,29,43,41,41,41,46,5,4,37,35,0,20.745573913880662,20.552573920733067,2.717491360751528,2.5244913676039324
130,8,7,4800.0,5100.0,15000,43,14957,36,43,49,48,49,65,17,0,48,49,0,22.606610805277104,22.31913846402216,3.5003233302775305,3.2128509890225843
130,8,7,5100.0,5400.0,15000,41,14959,29,41,37,38,37,49,11,1,36,35,1,19.65226539231219,19.410168732034933,2.7216323456997484,2.4795356854224884
130,8,7,5400.0,5700.0,15000,41,14959,34,41,36,36,36,55,19,0,36,36,0,25.37568440773437,25.10713108079043,2.801959996944197,2.5334066700002618
130,8,7,5700.0,6000.0,15000,42,14958,27,42,38,38,38,52,14,0,37,38,1,25.89163935083897,25.603043675046912,3.0000833304627332,2.7114876546706728
130,8,8,0.0,300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
130,8,8,300.0,600.0,15000,85,14915,12,85,69,69,69,90,22,39,28,25,2,15.988922627360923,15.155876954068425,2.743242722151699,1.9101970488592037
130,8,8,600.0,900.0,15000,45,14955,33,45,45,45,45,68,23,15,28,27,2,15.998148999715886,15.579647642390064,2.502220375340631,2.0837190180148095
130,8,8,900.0,1200.0,15000,35,14965,30,35,35,35,35,43,8,11,23,25,1,15.998830139256189,15.809837796241714,1.7427043142998253,1.5537119712853518
130,8,8,1200.0,1500.0,15000,32,14968,29,32,32,32,32,39,7,4,27,28,1,15.998933852467134,15.807771509267601,2.0807399969441986,1.8895776537446658
130,8,8,1500.0,1800.0,15000,25,14975,26,25,25,25,25,39,14,5,20,21,0,15.999054612130003,15.8270246165748,1.6014909819849996,1.4294609864297982
