seed,node,source,destination,sequence,peer,time_s,reason,resend_count,event_index,enqueue_s,admission_s,admission_event_index,hop_admission_to_nsdp_release_completion_s,enqueue_to_nsdp_release_completion_s
130,8,8,1,1043,2,341.159295346,ack,0,61652,300.28,333.008295374,54175,8.150999972000022,40.87929534600005
130,8,7,1,958,2,341.861295346,ack,0,62320,300.427812442,339.911295374,60643,1.9499999720000005,41.433482904000016
130,8,7,1,964,2,342.199295346,ack,0,62585,301.259812442,341.159295374,61655,1.0399999719999755,40.93948290399999
130,8,7,1,982,2,343.239295346,ack,0,63463,303.469812442,341.861295374,62330,1.3779999719999978,39.76948290400003
130,8,7,1,976,2,343.239295346,ack,0,63466,302.975812442,341.861295374,62323,1.3779999719999978,40.263482904
130,8,7,1,970,2,343.239295346,ack,0,63469,301.909812442,341.159295374,61662,2.079999971999996,41.32948290400003
130,8,7,1,994,2,344.149295346,ack,0,64263,304.496812442,342.199295374,62588,1.9499999720000005,39.65248290399995
130,8,8,1,1031,2,344.149295346,ack,2,64266,300.24,332.631295374,53714,11.517999971999984,43.909295345999965
130,8,7,1,1006,2,345.150295346,ack,0,64997,305.354812442,343.239295374,63479,1.9109999720000133,39.79548290399998
130,8,7,1,1000,2,345.150295346,ack,0,65000,304.899812442,343.239295374,63472,1.9109999720000133,40.25048290400002
130,8,7,1,988,2,345.657295346,ack,0,65418,306.615812442,343.239295374,63486,2.4179999720000183,39.04148290400002
130,8,7,1,1012,2,346.723295346,ack,0,66259,309.033812442,344.149295374,64276,2.5739999719999673,37.68948290399999
130,8,7,1,1036,2,346.723295346,ack,0,66262,308.708812442,344.149295374,64269,2.5739999719999673,38.014482903999976
130,8,7,1,1018,2,346.723295346,ack,0,66265,307.018812442,343.239295374,63493,3.4839999719999923,39.704482903999974
130,4,4,1,992,5,346.940000028,no_ack,2,66473,300.12,332.995292472,54071,13.944707555999969,46.82000002799998
130,8,7,1,1051,2,347.945295346,ack,0,67223,310.541812442,345.150295374,65003,2.794999972000028,37.40348290400004
130,8,7,1,1030,2,349.011295346,ack,0,68099,311.503812442,345.657295374,65421,3.353999971999997,37.50748290399997
130,8,7,1,1024,2,349.011295346,ack,0,68102,311.087812442,345.150295374,65010,3.860999972000002,37.923482904000025
130,8,7,1,1066,2,350.142295346,dack,0,68972,312.803812442,346.723295374,66268,3.4189999720000515,37.338482904000045
130,8,7,1,1060,2,350.142295346,ack,0,68974,312.426812442,345.657295374,65428,4.4849999720000255,37.715482904
130,8,7,1,1048,2,350.649295346,dack,0,69392,313.076812442,346.723295374,66275,3.9259999719999996,37.57248290399997
130,8,7,1,1072,2,351.351295346,dack,0,69915,315.910812442,346.723295374,66282,4.627999971999998,35.440482903999964
130,8,7,1,1053,2,351.780295346,dack,0,70246,316.586812442,346.723295374,66289,5.056999972000028,35.19348290400001
130,8,7,1,1042,2,352.885295346,dack,2,71107,309.384812442,344.149295374,64283,8.735999972000002,43.50048290400002
130,8,8,1,1239,2,353.704295346,dack,0,71736,325.3,349.011295374,68112,4.6929999719999955,28.40429534599997
130,8,8,1,1221,2,353.704295346,dack,0,71738,322.36,349.011295374,68105,4.6929999719999955,31.344295345999967
130,4,4,1,998,5,356.105000028,no_ack,2,73732,300.14,346.940000056,66475,9.164999972000032,55.96500002800002
130,8,8,1,1256,2,356.967295346,dack,0,74629,328.78,350.142295374,68977,6.8249999720000005,28.18729534600004
130,8,8,1,1253,2,356.967295346,dack,0,74631,328.06,349.011295374,68119,7.955999972000029,28.907295346000012
130,8,8,1,1206,2,357.539295346,dack,2,75362,319.4,347.945295374,67226,9.593999972000006,38.13929534600004
130,4,4,1,1004,5,358.475292444,ack,0,76324,300.16,356.105000056,73734,2.3702923879999958,58.315292443999965
130,4,4,1,1010,5,359.905292444,ack,0,77705,300.18,358.475292472,76327,1.4299999720000187,59.72529244399999
130,4,4,1,1016,5,364.143292444,ack,0,82047,300.2,359.905292472,77708,4.237999972000011,63.94329244400001
130,4,4,1,1022,5,364.572292444,ack,0,82536,300.22,364.143292472,82050,0.42899997200004236,64.352292444
130,4,4,1,1028,5,365.534292444,ack,0,83435,300.24,364.143292472,82057,1.3909999720000314,65.294292444
130,4,4,1,1034,5,367.783292444,ack,1,85518,300.26,364.572292472,82539,3.210999971999968,67.52329244399999
130,4,4,1,1046,5,368.693292444,ack,0,86368,300.3,367.783292472,85522,0.9099999719999801,68.393292444
130,4,4,1,1040,5,368.693292444,ack,1,86371,300.28,365.534292472,83438,3.1589999720000037,68.41329244400004
130,8,8,1,1263,2,370.773295346,dack,0,88091,329.32,370.142295402,87571,0.6309999439999956,41.453295346000004
130,8,8,1,1267,2,371.254295346,dack,0,88533,329.98,370.649295402,87970,0.6049999439999851,41.274295345999974
130,8,8,1,1274,2,372.138295346,dack,0,89386,330.66,371.351295402,88671,0.7869999440000015,41.47829534599998
130,8,8,1,1279,2,372.840295346,dack,0,90083,331.52,371.780295402,89057,1.059999944000026,41.32029534600002
130,4,2,1,954,5,373.685292444,ack,2,90717,302.052813632,367.783292472,85529,5.901999971999999,71.63247881200004
130,4,4,1,1061,5,374.881292444,ack,2,91878,302.58,368.693292472,86374,6.187999972,72.30129244400001
130,8,8,1,1290,2,374.920295346,dack,0,92018,332.66,373.704295402,90791,1.2159999439999751,42.260295345999964
130,4,2,1,960,5,375.388292444,ack,2,92514,303.053813632,368.693292472,86381,6.694999972000005,72.33447881199999
130,4,2,1,978,5,377.065292444,ack,0,93906,304.951813632,375.388292472,92517,1.6769999720000328,72.11347881200004
130,4,2,1,972,5,377.065292444,ack,0,93909,304.548813632,374.881292472,91881,2.183999972000038,72.516478812
130,8,8,1,1294,2,377.351295346,dack,0,94267,333.02,376.967295402,93709,0.3839999439999815,44.33129534599999
130,8,7,1,1078,2,377.923295346,dack,0,94808,333.317812442,376.967295402,93716,0.9559999439999842,44.605482903999985
130,8,8,1,1289,2,379.236295346,dack,2,95816,332.64,373.704295402,90784,5.531999944000006,46.59629534600003
130,4,2,1,966,5,382.924000028,no_ack,2,98756,303.781813632,373.685292472,90720,9.238707556000008,79.142186396
130,4,2,1,984,5,390.273292444,ack,2,105726,305.653813632,377.065292472,93912,13.207999971999982,84.61947881200001
130,4,2,1,990,5,393.584000028,no_ack,2,109223,306.017813632,377.065292472,93919,16.51870755599998,87.56618639599998
130,8,7,1,1092,2,394.017295346,dack,0,109625,337.958812442,392.138295402,107742,1.8789999440000429,56.058482904000016
130,8,7,1,1103,2,394.017295346,dack,0,109627,336.905812442,390.773295402,106394,3.243999944000052,57.11148290400001
130,8,8,1,1350,2,394.862295346,dack,0,110455,341.16,392.885295402,108566,1.9769999439999992,53.70229534599997
130,8,7,1,1081,2,396.188295346,dack,1,111624,337.399812442,391.254295402,106880,4.933999943999993,58.788482904000034
130,8,8,1,1342,2,396.708295346,dack,1,112079,339.92,392.840295402,108440,3.867999944000019,56.788295345999984
130,8,8,1,1446,2,398.983295346,dack,0,113959,353.74,397.923295402,113260,1.0599999439999692,45.24329534599997
130,8,8,1,1379,2,398.983295346,dack,0,113961,344.16,397.351295402,112712,1.631999943999972,54.82329534599995
130,8,8,1,1351,2,398.983295346,dack,1,113963,341.18,394.920295402,110574,4.062999943999955,57.80329534599997
130,8,8,1,1445,2,400.764295346,dack,1,115460,353.72,397.539295402,112935,3.2249999439999897,47.044295345999956
130,4,2,1,996,5,403.984000028,no_ack,2,117914,306.732813632,390.273292472,105729,13.710707556000045,97.25118639600004
130,8,8,1,1471,2,415.649295346,dack,0,129515,356.98,414.862295402,128800,0.7869999440000015,58.669295345999956
130,8,7,1,1119,2,415.649295346,dack,0,129517,354.585812442,414.017295402,128093,1.631999943999972,61.063482903999954
130,8,8,1,1472,2,416.975295346,dack,0,130955,357.0,416.188295402,130045,0.7869999440000015,59.975295345999996
130,8,8,1,1478,2,418.093295346,dack,0,131884,357.54,416.708295402,130601,1.3849999440000147,60.55329534599997
130,8,7,1,1105,2,418.093295346,dack,1,131886,354.026812442,414.017295402,128086,4.075999943999989,64.066482904
130,8,7,1,1136,2,419.926295346,dack,0,133612,358.199812442,418.983295402,132748,0.9429999440000074,61.72648290400002
130,8,7,1,1141,2,420.524295346,dack,0,134146,359.278812442,418.983295402,132755,1.5409999439999638,61.24548290399997
130,8,7,1,1172,2,420.927295346,dack,0,134565,360.695812442,418.983295402,132762,1.9439999439999838,60.23148290400002
130,4,2,1,1002,5,421.742000028,no_ack,2,135369,307.707813632,403.984000056,117916,17.757999971999993,114.034186396
130,8,7,1,1120,2,422.292295346,dack,0,135960,361.488812442,420.764295402,134340,1.527999943999987,60.80348290400002
130,8,7,1,1125,2,422.292295346,dack,0,135962,361.189812442,419.236295402,132974,3.055999944000007,61.102482904
130,4,2,1,1008,5,423.605292444,ack,0,136968,308.422813632,421.742000056,135371,1.8632923879999908,115.182478812
130,4,2,1,1014,5,429.754292444,ack,0,142961,309.072813632,423.605292472,136971,6.148999972000013,120.68147881199997
130,8,7,1,1173,2,437.086295346,ack,0,150311,362.164812442,435.649295402,148878,1.4369999439999788,74.92148290399996
130,8,7,1,1187,2,437.580295346,dack,0,150829,362.697812442,435.649295402,148885,1.930999944000007,74.88248290400003
130,8,7,1,1193,2,438.230295346,dack,0,151421,363.373812442,437.086295374,150314,1.1439999720000174,74.85648290400002
130,8,7,1,1150,2,438.230295346,dack,0,151423,363.048812442,436.975295402,150112,1.2549999440000192,75.181482904
130,4,2,1,1020,5,438.425292444,ack,1,151669,309.488813632,429.754292472,142964,8.670999972000004,128.93647881199996
130,8,7,1,1297,2,439.010295346,dack,0,152273,363.906812442,438.093295402,151218,0.916999943999997,75.10348290400003
130,8,7,1,1317,2,439.946295346,dack,0,153262,364.231812442,438.093295402,151225,1.8529999439999756,75.71448290400002
130,8,7,1,1155,2,440.570295346,dack,0,153762,364.894812442,439.926295402,153198,0.6439999440000292,75.67548290400003
130,8,7,1,1329,2,440.973295346,dack,0,154194,365.635812442,440.524295402,153682,0.4489999439999792,75.33748290400001
130,8,7,1,1332,2,442.000295346,dack,0,154969,366.116812442,440.927295402,154127,1.072999943999946,75.88348290399995
130,4,2,1,1026,5,442.871292444,ack,1,155721,309.748813632,438.425292472,151672,4.445999971999981,133.122478812
130,4,2,1,1038,5,443.950292444,ack,0,156718,311.412813632,442.871292472,155724,1.0789999720000196,132.53747881200002
130,8,7,1,1456,2,445.965295346,dack,1,158420,367.091812442,442.292295402,155259,3.6729999440000256,78.87348290400001
130,8,7,1,1452,2,448.006295346,dack,2,160270,366.558812442,442.292295402,155252,5.713999944000022,81.44748290400003
130,4,2,1,1032,5,448.110292444,ack,2,160384,310.697813632,438.425292472,151679,9.684999971999957,137.41247881199996
130,4,2,1,1058,5,449.007292444,ack,0,161341,312.010813632,448.110292472,160387,0.8969999719999464,136.99647881199996
130,4,2,1,1071,5,456.807292444,ack,0,169496,313.011813632,449.007292472,161344,7.799999971999966,143.795478812
130,8,7,1,1485,2,459.004295346,dack,0,171462,367.572812442,457.580295402,170151,1.423999944000002,91.431482904
130,8,7,1,1509,2,459.784295346,dack,0,172166,367.871812442,458.230295402,170791,1.5539999439999974,91.912482904
130,8,8,1,1590,2,460.252295346,dack,0,172685,370.78,458.230295402,170798,2.0219999439999583,89.47229534600001
130,4,2,1,1044,5,460.430000028,no_ack,2,172863,311.737813632,443.950292472,156721,16.479707555999994,148.692186396
130,8,8,1,1594,2,460.902295346,dack,0,173372,371.26,459.010295402,171511,1.8919999440000197,89.64229534600003
130,8,8,1,1599,2,461.539295346,dack,0,173961,372.14,459.946295402,172413,1.5929999440000415,89.39929534600003
130,4,2,1,1083,5,461.877292444,ack,2,174334,313.414813632,456.807292472,169499,5.069999972000005,148.46247881199997
130,8,8,1,1621,2,462.449295346,dack,0,175001,374.94,460.973295402,173515,1.475999943999966,87.50929534599999
130,8,8,1,1607,2,462.449295346,dack,0,175003,372.86,460.570295402,173019,1.878999943999986,89.58929534599997
130,8,8,1,1636,2,463.333295346,dack,0,176114,377.36,462.000295402,174523,1.3329999439999938,85.97329534599999
130,8,8,1,1643,2,467.389295346,dack,0,179625,379.24,465.965295402,178211,1.423999944000002,88.14929534599997
130,4,2,1,1084,5,472.078000028,no_ack,2,184091,314.168813632,461.877292472,174337,10.200707555999998,157.909186396
130,4,2,1,1093,5,475.657292444,ack,1,187830,317.223813632,472.078000056,184093,3.579292387999999,158.43347881200003
130,4,4,1,1196,5,479.726292444,ack,1,191985,317.46,475.657292472,187833,4.068999972000029,162.26629244400004
130,4,2,1,1067,5,480.532292444,ack,0,193152,317.717813632,479.726292472,191988,0.8059999719999951,162.814478812
130,8,7,1,1527,2,481.156295346,dack,0,193961,388.606812442,480.252295402,192910,0.9039999439999633,92.549482904
130,8,7,1,1510,2,481.156295346,dack,0,193963,384.758812442,479.004295402,191390,2.1519999439999538,96.39748290399996
130,8,7,1,1535,2,482.027295346,dack,0,194834,389.581812442,481.539295402,194310,0.48799994400002333,92.44548290400002
130,8,7,1,1534,2,482.027295346,dack,0,194836,388.957812442,480.902295402,193576,1.1249999440000238,93.06948290400004
130,8,7,1,1518,2,483.093295346,dack,1,195948,386.578812442,479.784295402,192227,3.308999943999993,96.51448290399998
130,4,4,1,1223,5,483.795292444,ack,1,196507,322.56,480.532292472,193155,3.2629999719999887,161.23529244399998
130,4,4,1,1244,5,484.328292444,ack,0,197104,326.18,483.795292472,196510,0.5329999719999705,158.148292444
130,8,8,1,1746,2,484.718295346,dack,0,197635,394.88,483.333295402,196155,1.3849999440000147,89.838295346
130,8,7,1,1523,2,484.718295346,dack,0,197637,390.738812442,482.449295402,195267,2.2689999439999724,93.97948290400001
130,4,4,1,1284,5,484.978292444,ack,0,197920,332.1,484.328292472,197107,0.6499999719999892,152.87829244399995
130,8,8,1,1758,2,488.540295346,dack,0,201570,396.72,487.389295402,200596,1.1509999439999774,91.82029534599997
130,8,7,1,1517,2,488.540295346,dack,2,201572,390.049812442,482.449295402,195260,6.090999943999975,98.49048290399998
130,4,4,1,1293,5,488.709292444,ack,1,201782,333.0,484.978292472,197923,3.7309999720000064,155.70929244400003
130,8,8,1,1770,2,489.359295346,dack,0,202554,399.0,488.006295402,201044,1.3529999440000324,90.35929534600001
130,4,2,1,1112,5,489.853292444,ack,0,203155,336.385813632,488.709292472,201792,1.1439999719999605,153.46747881199997
130,4,2,1,1101,5,490.516292444,ack,0,203873,337.711813632,489.853292472,203158,0.662999971999966,152.804478812
130,4,2,1,1094,5,491.595292444,ack,1,204790,334.799813632,488.709292472,201785,2.885999971999979,156.795478812
130,8,7,1,1543,2,503.776295346,dack,0,217563,405.493812442,502.027295402,215845,1.7489999439999906,98.282482904
130,8,8,1,1773,2,503.776295346,dack,0,217565,399.04,501.156295402,214989,2.6199999439999715,104.73629534599996
130,8,8,1,1772,2,503.776295346,dack,0,217567,399.02,501.156295402,214982,2.6199999439999715,104.756295346
130,4,4,1,1400,5,504.985292444,ack,0,219041,346.96,491.595292472,204800,13.389999971999998,158.025292444
130,4,2,1,1108,5,505.908292444,ack,2,220141,338.127813632,490.516292472,203876,15.391999972000008,167.78047881199996
130,8,7,1,1551,2,506.246295346,dack,0,220581,407.612812442,504.718295402,218745,1.527999943999987,98.633482904
130,8,7,1,1544,2,506.246295346,dack,0,220583,405.935812442,503.093295402,216994,3.152999943999987,100.31048290400003
130,4,4,1,1464,5,507.338292444,ack,0,221678,356.12,505.908292472,220144,1.4299999719999619,151.21829244399999
130,4,2,1,1130,5,507.338292444,ack,0,221681,355.911813632,504.985292472,219044,2.3529999719999637,151.42647881199997
130,8,7,1,1556,2,507.364295346,dack,0,221907,409.510812442,504.718295402,218752,2.645999943999982,97.85348290400003
130,4,4,1,1487,5,508.027292444,ack,0,222432,358.48,507.338292472,221684,0.6889999720000333,149.547292444
130,4,2,1,1131,5,509.327292444,ack,0,223725,359.551813632,507.338292472,221691,1.9889999720000446,149.77547881200002
130,4,2,1,1121,5,509.327292444,ack,2,223728,338.413813632,491.595292472,204793,17.73199997200004,170.91347881200005
130,4,2,1,1144,5,510.003292444,ack,0,224380,360.240813632,509.327292472,223731,0.6759999719999996,149.76247881199998
130,4,4,1,1498,5,510.003292444,ack,0,224383,359.92,508.027292472,222442,1.975999972000011,150.083292444
130,4,2,1,1166,5,510.666292444,ack,0,225145,360.708813632,509.327292472,223738,1.3389999720000105,149.95747881200003
130,4,4,1,1541,5,511.576292444,ack,0,225856,364.16,510.003292472,224393,1.572999971999991,147.41629244399996
130,4,2,1,1167,5,511.576292444,ack,0,225859,361.202813632,510.003292472,224386,1.572999971999991,150.37347881199997
130,8,8,1,1784,2,513.392000028,no_ack,2,227946,400.78,502.027295402,215838,11.364704625999991,112.61200002800001
130,8,7,1,1572,2,516.295295346,dack,2,231240,411.265812442,509.359295402,223855,6.935999944000002,105.02948290399996
130,8,7,1,1564,2,519.086000028,no_ack,2,234492,410.771812442,508.540295402,223069,10.545704625999917,108.31418758599995
130,4,2,1,1138,5,521.196292444,ack,2,236614,359.824813632,508.027292472,222435,13.168999972000051,161.37147881200008
130,8,7,1,1573,2,525.096295346,dack,0,240547,411.915812442,523.776295402,239455,1.3199999440000738,113.18048290400003
130,4,4,1,1554,5,526.214292444,ack,2,241381,365.54,510.666292472,225155,15.547999971999957,160.67429244399995
130,4,4,1,1547,5,526.214292444,ack,2,241384,364.58,510.666292472,225148,15.547999971999957,161.63429244399998
130,8,8,1,1896,2,527.332295346,dack,0,242774,418.1,526.246295402,241768,1.0859999440000365,109.232295346
130,8,8,1,1889,2,527.332295346,ack,0,242776,416.98,526.246295402,241761,1.0859999440000365,110.352295346
130,8,7,1,1695,2,529.581295346,dack,0,244935,428.035812442,527.364295402,242986,2.2169999440000083,101.54548290400004
130,8,7,1,1684,2,529.581295346,dack,0,244937,427.307812442,527.332295374,242779,2.2489999720000924,102.27348290400005
130,4,2,1,1170,5,530.530292444,ack,0,245781,382.171813632,526.214292472,241387,4.315999971999986,148.358478812
130,4,4,1,1580,5,530.530292444,ack,1,245784,368.72,521.196292472,236617,9.333999972000015,161.81029244399997
130,4,4,1,1579,5,530.530292444,ack,2,245787,368.7,511.576292472,225869,18.95399997200002,161.830292444
130,4,4,1,1569,5,530.530292444,ack,2,245790,367.8,511.576292472,225862,18.95399997200002,162.73029244399999
130,8,8,1,1880,2,530.920295346,dack,2,246514,415.66,523.776295402,239469,7.143999944000029,115.26029534599996
130,4,8,1,959,5,532.571292444,ack,0,248010,384.004813632,530.530292472,245800,2.0409999720000087,148.56647881200007
130,8,7,1,1558,2,534.101000028,no_ack,2,249848,412.539812442,523.776295402,239462,10.324704626000084,121.56118758600002
130,4,8,1,965,5,534.144292444,ack,0,249954,384.758813632,530.530292472,245814,3.613999971999988,149.38547881200003
130,4,2,1,1180,5,534.144292444,ack,1,249957,382.535813632,526.214292472,241394,7.929999972000019,151.60847881200004
130,8,7,1,1575,2,537.134295346,dack,2,253579,429.218812442,528.540295402,243939,8.593999944000075,107.91548290400004
130,4,2,1,1200,5,538.785292444,ack,0,255418,385.460813632,532.571292472,248013,6.2139999720000105,153.324478812
130,4,4,1,1620,5,538.785292444,ack,2,255421,374.9,521.196292472,236624,17.58899997200001,163.88529244400002
130,4,8,1,983,5,540.072292444,ack,0,256906,390.192813632,534.144292472,249974,5.927999972000066,149.879478812
130,4,8,1,977,5,540.072292444,ack,0,256909,387.137813632,534.144292472,249967,5.927999972000066,152.934478812
130,4,2,1,1168,5,541.476292444,ack,2,258429,384.290813632,530.530292472,245807,10.945999971999981,157.18547881200004
130,4,2,1,1199,5,541.476292444,dack,2,258432,382.873813632,530.530292472,245793,10.945999971999981,158.60247881200002
130,4,8,1,989,5,546.598292444,ack,0,263959,390.907813632,538.785292472,255424,7.812999971999943,155.69047881199998
130,4,8,1,1013,5,547.378292444,ack,0,264663,402.984813632,540.072292472,256934,7.305999971999995,144.39347881199996
130,4,8,1,1007,5,547.378292444,ack,0,264666,392.883813632,540.072292472,256927,7.305999971999995,154.49447881199995
130,8,7,1,1710,2,547.872295346,dack,0,265213,431.558812442,547.332295402,264576,0.5399999439999874,116.31348290400001
130,4,8,1,1019,5,549.120292444,ack,0,266245,403.582813632,541.476292472,258434,7.643999972000074,145.53747881200002
130,4,8,1,971,5,549.120292444,ack,2,266248,386.240813632,534.144292472,249960,14.975999972000068,162.879478812
130,4,2,1,1313,5,549.523292444,dack,0,266659,405.025813632,546.598292472,263962,2.9249999720000233,144.49747881200005
130,8,7,1,1714,2,550.160295346,dack,0,267483,432.104812442,549.581295402,266786,0.5789999439999747,118.05548290399997
130,8,7,1,1727,2,550.784295346,dack,0,268030,433.118812442,549.581295402,266793,1.2029999439999983,117.66548290400004
130,4,8,1,1001,5,551.603292444,ack,2,268731,392.324813632,538.785292472,255431,12.817999971999939,159.278478812
130,4,8,1,1043,5,552.799292444,ack,0,269699,410.836813632,549.120292472,266258,3.6789999720000424,141.96247881200003
130,4,2,1,1305,5,552.799292444,dack,1,269702,404.362813632,541.476292472,258441,11.322999972000048,148.43647881200002
130,4,2,1,1335,5,554.164292444,dack,1,270901,408.327813632,547.378292472,264676,6.785999972000013,145.836478812
130,4,2,1,1334,5,554.164292444,dack,1,270903,407.001813632,547.378292472,264669,6.785999972000013,147.16247881200002
130,8,7,1,1709,2,554.862000028,no_ack,2,271779,430.115812442,545.096295402,262626,9.765704626000002,124.74618758600002
130,4,2,1,1323,5,562.614292444,dack,2,279234,410.056813632,549.120292472,266251,13.493999971999983,152.55747881199994
130,4,8,1,1025,5,562.614292444,ack,2,279236,409.237813632,547.378292472,264683,15.235999971999945,153.37647881199996
130,8,7,1,1719,2,562.926295346,dack,0,279674,434.600812442,556.295295402,273161,6.630999943999996,128.32548290399995
130,4,8,1,1049,5,565.184000028,no_ack,2,282543,411.980813632,552.799292472,269704,12.384707555999967,153.20318639600004
130,4,8,1,1037,5,565.730000028,no_ack,2,283159,411.317813632,551.603292472,268734,14.126707555999928,154.41218639599992
130,4,7,1,958,5,568.945292444,ack,0,286799,414.814813632,562.614292472,279239,6.330999971999972,154.13047881199998
130,4,7,1,964,5,570.882292444,ack,0,289041,419.403813632,568.945292472,286802,1.9369999719999669,151.478478812
130,4,7,1,976,5,571.831292444,ack,0,289997,424.538813632,570.882292472,289044,0.9489999720000242,147.29247881200007
130,4,7,1,970,5,571.831292444,ack,0,290000,424.187813632,569.5232925,287469,2.3079999440000165,147.64347881200007
130,8,7,1,1838,2,572.078295346,dack,0,290333,450.590812442,570.920295402,289232,1.1579999440000392,121.48748290399999
130,8,7,1,1819,2,572.078295346,dack,0,290335,449.004812442,570.160295402,288278,1.9179999440000302,123.073482904
130,4,7,1,994,5,572.819292444,ack,0,291078,425.552813632,571.831292472,290010,0.9879999720000114,147.266478812
130,4,7,1,982,5,572.819292444,ack,0,291081,424.993813632,571.831292472,290003,0.9879999720000114,147.82547881199997
130,4,7,1,1006,5,573.664292444,ack,0,292027,427.424813632,571.831292472,290017,1.8329999720000387,146.23947881200002
130,4,7,1,988,5,574.028292444,ack,0,292379,427.684813632,572.7992925,290964,1.2289999440000656,146.34347881200006
130,4,7,1,1024,5,574.938292444,ack,0,293204,431.597813632,572.819292472,291091,2.1189999719999832,143.34047881200001
130,4,7,1,1060,5,576.082292444,ack,0,294370,433.222813632,573.664292472,292030,2.4179999719999614,142.85947881200002
130,4,7,1,1030,5,576.082292444,ack,0,294373,432.455813632,572.819292472,291098,3.2629999719999887,143.62647881200002
130,8,7,1,1818,2,577.369295346,dack,2,295692,448.536812442,567.872295402,285482,9.496999943999981,128.83248290399996
130,4,7,1,1066,5,578.448292444,ack,0,296836,435.159813632,574.938292472,293207,3.5099999720000596,143.288478812
130,4,8,1,1031,5,578.448292444,ack,0,296839,434.912813632,574.1642925,292572,4.283999944000016,143.535478812
130,4,7,1,1048,5,579.735292444,ack,0,298057,435.900813632,574.938292472,293214,4.796999972000094,143.83447881200004
130,8,7,1,1826,2,580.134000028,no_ack,2,298504,450.135812442,570.784295402,288911,9.349704625999948,129.99818758599997
130,4,7,1,1051,5,581.958292444,ack,2,300798,431.272813632,572.819292472,291084,9.138999971999965,150.68547881199999
130,8,7,1,1848,2,584.506295346,dack,0,303228,454.269812442,577.134295402,295414,7.371999943999981,130.236482904
130,8,7,1,1853,2,585.117295346,dack,0,303910,455.023812442,582.926295402,301790,2.190999943999941,130.09348290399998
130,4,7,1,1036,5,585.191000028,no_ack,2,304037,434.639813632,574.1642925,292565,11.026707527999974,150.55118639599993
130,4,7,1,1000,5,586.244000028,no_ack,2,305288,434.301813632,574.028292472,292382,12.215707555999984,151.94218639599995
130,8,7,1,1858,2,593.021295346,dack,0,312537,456.440812442,592.078295402,311598,0.9429999440000074,136.580482904
130,8,7,1,1862,2,593.021295346,dack,0,312539,456.102812442,592.078295402,311591,0.9429999440000074,136.91848290399997
130,4,8,1,1239,5,593.515292444,ack,0,313136,450.876813632,579.735292472,298060,13.779999972000041,142.63847881200002
130,4,7,1,1012,5,593.515292444,dack,2,313139,444.662813632,576.082292472,294383,17.43299997200006,148.85247881200002
130,4,7,1,1018,5,593.515292444,ack,2,313141,436.147813632,576.082292472,294376,17.43299997200006,157.367478812
130,4,7,1,1072,5,593.799000028,no_ack,2,313458,444.961813632,578.448292472,296842,15.350707555999975,148.83718639600005
130,4,7,1,1053,5,593.799000028,no_ack,2,313461,445.546813632,578.448292472,296849,15.350707555999975,148.252186396
