seed,node,source,start_s,end_s,metric,value
129,2,8,900,1200,hop_feedback:dack,24
129,2,8,1200,1500,hop_feedback:dack,13
129,2,8,1500,1800,hop_feedback:ack,11
129,2,8,1500,1800,hop_feedback:dack,3
129,2,8,1800,2100,hop_feedback:ack,15
129,2,8,2100,2400,hop_feedback:ack,21
129,2,8,2400,2700,hop_feedback:ack,17
129,2,8,2700,3000,hop_feedback:ack,17
129,4,2,300,600,completion_count,38
129,4,2,300,600,hop_admission:admitted,38
129,4,2,300,600,hop_capacity_release:dack_expiry,1
129,4,2,300,600,hop_completion:ack,30
129,4,2,300,600,hop_completion:dack,1
129,4,2,300,600,hop_completion:no_ack,7
129,4,2,300,600,hop_feedback:ack,19
129,4,2,300,600,hop_feedback:dack,35
129,4,2,300,600,nwk_admission:admitted,38
129,4,2,300,600,nwk_admission:neighbor_flow_full,5361
129,4,2,300,600,nwk_enqueue:relay,54
129,4,2,300,600,nwk_forward:relay,38
129,4,2,300,600,nwk_nsdp_release:hop_feedback,38
129,4,2,300,600,queue_wait_count,38
129,4,2,300,600,queue_wait_sum_s,3555.4424435039996
129,4,2,300,600,resend_count_sum,37
129,4,2,3000,3300,completion_count,27
129,4,2,3000,3300,hop_admission:admitted,29
129,4,2,3000,3300,hop_completion:ack,25
129,4,2,3000,3300,hop_completion:no_ack,2
129,4,2,3000,3300,hop_feedback:ack,4
129,4,2,3000,3300,hop_feedback:dack,21
129,4,2,3000,3300,nwk_admission:admitted,29
129,4,2,3000,3300,nwk_admission:neighbor_flow_full,4635
129,4,2,3000,3300,nwk_enqueue:relay,25
129,4,2,3000,3300,nwk_forward:relay,29
129,4,2,3000,3300,nwk_nsdp_release:hop_feedback,27
129,4,2,3000,3300,queue_wait_count,29
129,4,2,3000,3300,queue_wait_sum_s,5426.888886387998
129,4,2,3000,3300,resend_count_sum,23
129,4,2,3300,3600,completion_count,34
129,4,2,3300,3600,hop_admission:admitted,32
129,4,2,3300,3600,hop_completion:ack,25
129,4,2,3300,3600,hop_completion:no_ack,9
129,4,2,3300,3600,hop_feedback:ack,13
129,4,2,3300,3600,hop_feedback:dack,25
129,4,2,3300,3600,nwk_admission:admitted,32
129,4,2,3300,3600,nwk_admission:neighbor_flow_full,5116
129,4,2,3300,3600,nwk_enqueue:relay,38
129,4,2,3300,3600,nwk_forward:relay,32
129,4,2,3300,3600,nwk_nsdp_release:hop_feedback,34
129,4,2,3300,3600,queue_wait_count,32
129,4,2,3300,3600,queue_wait_sum_s,4528.819030492002
129,4,2,3300,3600,resend_count_sum,33
129,4,2,3600,3900,completion_count,36
129,4,2,3600,3900,hop_admission:admitted,36
129,4,2,3600,3900,hop_completion:ack,32
129,4,2,3600,3900,hop_completion:no_ack,4
129,4,2,3600,3900,hop_feedback:ack,17
129,4,2,3600,3900,hop_feedback:dack,25
129,4,2,3600,3900,nwk_admission:admitted,36
129,4,2,3600,3900,nwk_admission:neighbor_flow_full,5665
129,4,2,3600,3900,nwk_enqueue:relay,42
129,4,2,3600,3900,nwk_forward:relay,36
129,4,2,3600,3900,nwk_nsdp_release:hop_feedback,36
129,4,2,3600,3900,queue_wait_count,36
129,4,2,3600,3900,queue_wait_sum_s,4563.629945851999
129,4,2,3600,3900,resend_count_sum,33
129,4,2,3900,4200,completion_count,44
129,4,2,3900,4200,hop_admission:admitted,45
129,4,2,3900,4200,hop_capacity_release:dack_expiry,5
129,4,2,3900,4200,hop_completion:ack,31
129,4,2,3900,4200,hop_completion:dack,7
129,4,2,3900,4200,hop_completion:no_ack,6
129,4,2,3900,4200,hop_feedback:ack,3
129,4,2,3900,4200,hop_feedback:dack,31
129,4,2,3900,4200,nwk_admission:admitted,45
129,4,2,3900,4200,nwk_admission:neighbor_flow_full,7249
129,4,2,3900,4200,nwk_enqueue:relay,34
129,4,2,3900,4200,nwk_forward:relay,45
129,4,2,3900,4200,nwk_nsdp_release:hop_feedback,44
129,4,2,3900,4200,queue_wait_count,45
129,4,2,3900,4200,queue_wait_sum_s,7287.960547968001
129,4,2,3900,4200,resend_count_sum,28
129,4,2,4200,4500,completion_count,37
129,4,2,4200,4500,hop_admission:admitted,38
129,4,2,4200,4500,hop_capacity_release:dack_expiry,15
129,4,2,4200,4500,hop_completion:ack,22
129,4,2,4200,4500,hop_completion:dack,13
129,4,2,4200,4500,hop_completion:no_ack,2
129,4,2,4200,4500,hop_feedback:ack,15
129,4,2,4200,4500,hop_feedback:dack,23
129,4,2,4200,4500,nwk_admission:admitted,38
129,4,2,4200,4500,nwk_admission:neighbor_flow_full,6331
129,4,2,4200,4500,nwk_enqueue:relay,38
129,4,2,4200,4500,nwk_forward:relay,38
129,4,2,4200,4500,nwk_nsdp_release:hop_feedback,37
129,4,2,4200,4500,queue_wait_count,38
129,4,2,4200,4500,queue_wait_sum_s,4846.377196199999
129,4,2,4200,4500,resend_count_sum,21
129,4,2,4500,4800,completion_count,31
129,4,2,4500,4800,hop_admission:admitted,31
129,4,2,4500,4800,hop_capacity_release:dack_expiry,8
129,4,2,4500,4800,hop_completion:ack,23
129,4,2,4500,4800,hop_completion:dack,8
129,4,2,4500,4800,hop_feedback:ack,13
129,4,2,4500,4800,hop_feedback:dack,17
129,4,2,4500,4800,nwk_admission:admitted,31
129,4,2,4500,4800,nwk_admission:neighbor_flow_full,5186
129,4,2,4500,4800,nwk_enqueue:relay,30
129,4,2,4500,4800,nwk_forward:relay,31
129,4,2,4500,4800,nwk_nsdp_release:hop_feedback,31
129,4,2,4500,4800,queue_wait_count,31
129,4,2,4500,4800,queue_wait_sum_s,4739.705844124001
129,4,2,4500,4800,resend_count_sum,18
129,4,2,4800,5100,completion_count,23
129,4,2,4800,5100,hop_admission:admitted,21
129,4,2,4800,5100,hop_completion:ack,21
129,4,2,4800,5100,hop_completion:no_ack,2
129,4,2,4800,5100,hop_feedback:ack,5
129,4,2,4800,5100,hop_feedback:dack,18
129,4,2,4800,5100,nwk_admission:admitted,21
129,4,2,4800,5100,nwk_admission:neighbor_flow_full,5366
129,4,2,4800,5100,nwk_enqueue:relay,23
129,4,2,4800,5100,nwk_forward:relay,21
129,4,2,4800,5100,nwk_nsdp_release:hop_feedback,23
129,4,2,4800,5100,queue_wait_count,21
129,4,2,4800,5100,queue_wait_sum_s,4170.920055640003
129,4,2,4800,5100,resend_count_sum,22
129,4,2,5100,5400,completion_count,28
129,4,2,5100,5400,hop_admission:admitted,29
129,4,2,5100,5400,hop_completion:ack,21
129,4,2,5100,5400,hop_completion:no_ack,7
129,4,2,5100,5400,hop_feedback:ack,22
129,4,2,5100,5400,hop_feedback:dack,9
129,4,2,5100,5400,nwk_admission:admitted,29
129,4,2,5100,5400,nwk_admission:neighbor_flow_full,4927
129,4,2,5100,5400,nwk_enqueue:relay,31
129,4,2,5100,5400,nwk_forward:relay,29
129,4,2,5100,5400,nwk_nsdp_release:hop_feedback,28
129,4,2,5100,5400,queue_wait_count,29
129,4,2,5100,5400,queue_wait_sum_s,5073.751594028
129,4,2,5100,5400,resend_count_sum,24
129,4,2,5400,5700,completion_count,18
129,4,2,5400,5700,hop_admission:admitted,17
129,4,2,5400,5700,hop_completion:ack,12
129,4,2,5400,5700,hop_completion:no_ack,6
129,4,2,5400,5700,hop_feedback:dack,28
129,4,2,5400,5700,nwk_admission:admitted,17
129,4,2,5400,5700,nwk_admission:neighbor_flow_full,5172
129,4,2,5400,5700,nwk_enqueue:relay,28
129,4,2,5400,5700,nwk_forward:relay,17
129,4,2,5400,5700,nwk_nsdp_release:hop_feedback,18
129,4,2,5400,5700,queue_wait_count,17
129,4,2,5400,5700,queue_wait_sum_s,3331.4499706440047
129,4,2,5400,5700,resend_count_sum,17
129,4,2,5700,6000,completion_count,33
129,4,2,5700,6000,hop_admission:admitted,33
129,4,2,5700,6000,hop_capacity_release:dack_expiry,7
129,4,2,5700,6000,hop_completion:ack,23
129,4,2,5700,6000,hop_completion:dack,8
129,4,2,5700,6000,hop_completion:no_ack,2
129,4,2,5700,6000,hop_feedback:ack,2
129,4,2,5700,6000,hop_feedback:dack,13
129,4,2,5700,6000,nwk_admission:admitted,33
129,4,2,5700,6000,nwk_admission:neighbor_flow_full,6483
129,4,2,5700,6000,nwk_enqueue:relay,15
129,4,2,5700,6000,nwk_forward:relay,33
129,4,2,5700,6000,nwk_nsdp_release:hop_feedback,33
129,4,2,5700,6000,queue_wait_count,33
129,4,2,5700,6000,queue_wait_sum_s,10284.973509388
129,4,2,5700,6000,resend_count_sum,21
129,4,2,600,900,completion_count,20
129,4,2,600,900,hop_admission:admitted,20
129,4,2,600,900,hop_completion:ack,14
129,4,2,600,900,hop_completion:no_ack,6
129,4,2,600,900,hop_feedback:dack,26
129,4,2,600,900,nwk_admission:admitted,20
129,4,2,600,900,nwk_admission:neighbor_flow_full,7322
129,4,2,600,900,nwk_enqueue:relay,26
129,4,2,600,900,nwk_forward:relay,20
129,4,2,600,900,nwk_nsdp_release:hop_feedback,20
129,4,2,600,900,queue_wait_count,20
129,4,2,600,900,queue_wait_sum_s,4943.607284383999
129,4,2,600,900,resend_count_sum,21
129,4,2,900,1200,completion_count,23
129,4,2,900,1200,hop_admission:admitted,23
129,4,2,900,1200,hop_completion:ack,20
129,4,2,900,1200,hop_completion:no_ack,3
129,4,2,900,1200,hop_feedback:dack,19
129,4,2,900,1200,nwk_admission:admitted,23
129,4,2,900,1200,nwk_admission:neighbor_flow_full,6876
129,4,2,900,1200,nwk_enqueue:relay,19
129,4,2,900,1200,nwk_forward:relay,23
129,4,2,900,1200,nwk_nsdp_release:hop_feedback,23
129,4,2,900,1200,queue_wait_count,23
129,4,2,900,1200,queue_wait_sum_s,6777.541013347997
129,4,2,900,1200,resend_count_sum,16
129,4,2,1200,1500,completion_count,19
129,4,2,1200,1500,hop_admission:admitted,20
129,4,2,1200,1500,hop_completion:ack,15
129,4,2,1200,1500,hop_completion:no_ack,4
129,4,2,1200,1500,hop_feedback:ack,7
129,4,2,1200,1500,hop_feedback:dack,5
129,4,2,1200,1500,nwk_admission:admitted,20
129,4,2,1200,1500,nwk_admission:neighbor_flow_full,4349
129,4,2,1200,1500,nwk_enqueue:relay,12
129,4,2,1200,1500,nwk_forward:relay,20
129,4,2,1200,1500,nwk_nsdp_release:hop_feedback,19
129,4,2,1200,1500,queue_wait_count,20
129,4,2,1200,1500,queue_wait_sum_s,6324.768699636
129,4,2,1200,1500,resend_count_sum,12
129,4,2,1500,1800,completion_count,20
129,4,2,1500,1800,hop_admission:admitted,19
129,4,2,1500,1800,hop_completion:ack,18
129,4,2,1500,1800,hop_completion:no_ack,2
129,4,2,1500,1800,hop_feedback:ack,21
129,4,2,1500,1800,hop_feedback:dack,13
129,4,2,1500,1800,nwk_admission:admitted,19
129,4,2,1500,1800,nwk_admission:neighbor_flow_full,4628
129,4,2,1500,1800,nwk_enqueue:relay,34
129,4,2,1500,1800,nwk_forward:relay,19
129,4,2,1500,1800,nwk_nsdp_release:hop_feedback,20
129,4,2,1500,1800,queue_wait_count,19
129,4,2,1500,1800,queue_wait_sum_s,2882.367805656
129,4,2,1500,1800,resend_count_sum,13
129,4,2,1800,2100,completion_count,36
129,4,2,1800,2100,hop_admission:admitted,39
129,4,2,1800,2100,hop_capacity_release:dack_expiry,7
129,4,2,1800,2100,hop_completion:ack,27
129,4,2,1800,2100,hop_completion:dack,7
129,4,2,1800,2100,hop_completion:no_ack,2
129,4,2,1800,2100,hop_feedback:dack,39
129,4,2,1800,2100,nwk_admission:admitted,39
129,4,2,1800,2100,nwk_admission:neighbor_flow_full,9939
129,4,2,1800,2100,nwk_enqueue:relay,39
129,4,2,1800,2100,nwk_forward:relay,39
129,4,2,1800,2100,nwk_nsdp_release:hop_feedback,36
129,4,2,1800,2100,queue_wait_count,39
129,4,2,1800,2100,queue_wait_sum_s,7095.768675095998
129,4,2,1800,2100,resend_count_sum,25
129,4,2,2100,2400,completion_count,35
129,4,2,2100,2400,hop_admission:admitted,34
129,4,2,2100,2400,hop_capacity_release:dack_expiry,2
129,4,2,2100,2400,hop_completion:ack,30
129,4,2,2100,2400,hop_completion:dack,2
129,4,2,2100,2400,hop_completion:no_ack,3
129,4,2,2100,2400,hop_feedback:dack,33
129,4,2,2100,2400,nwk_admission:admitted,34
129,4,2,2100,2400,nwk_admission:neighbor_flow_full,7989
129,4,2,2100,2400,nwk_enqueue:relay,33
129,4,2,2100,2400,nwk_forward:relay,34
129,4,2,2100,2400,nwk_nsdp_release:hop_feedback,35
129,4,2,2100,2400,queue_wait_count,34
129,4,2,2100,2400,queue_wait_sum_s,7432.709280644003
129,4,2,2100,2400,resend_count_sum,21
129,4,2,2400,2700,completion_count,35
129,4,2,2400,2700,hop_admission:admitted,34
129,4,2,2400,2700,hop_capacity_release:dack_expiry,10
129,4,2,2400,2700,hop_completion:ack,22
129,4,2,2400,2700,hop_completion:dack,10
129,4,2,2400,2700,hop_completion:no_ack,3
129,4,2,2400,2700,hop_feedback:ack,19
129,4,2,2400,2700,hop_feedback:dack,5
129,4,2,2400,2700,nwk_admission:admitted,34
129,4,2,2400,2700,nwk_admission:neighbor_flow_full,4713
129,4,2,2400,2700,nwk_enqueue:relay,24
129,4,2,2400,2700,nwk_forward:relay,34
129,4,2,2400,2700,nwk_nsdp_release:hop_feedback,35
129,4,2,2400,2700,queue_wait_count,34
129,4,2,2400,2700,queue_wait_sum_s,6219.519280867999
129,4,2,2400,2700,resend_count_sum,20
129,4,2,2700,3000,completion_count,29
129,4,2,2700,3000,hop_admission:admitted,28
129,4,2,2700,3000,hop_completion:ack,24
129,4,2,2700,3000,hop_completion:no_ack,5
129,4,2,2700,3000,hop_feedback:ack,4
129,4,2,2700,3000,hop_feedback:dack,28
129,4,2,2700,3000,nwk_admission:admitted,28
129,4,2,2700,3000,nwk_admission:neighbor_flow_full,6162
129,4,2,2700,3000,nwk_enqueue:relay,32
129,4,2,2700,3000,nwk_forward:relay,28
129,4,2,2700,3000,nwk_nsdp_release:hop_feedback,29
129,4,2,2700,3000,queue_wait_count,28
129,4,2,2700,3000,queue_wait_sum_s,5468.931115104001
129,4,2,2700,3000,resend_count_sum,23
129,4,4,300,600,completion_count,32
129,4,4,300,600,hop_admission:admitted,32
129,4,4,300,600,hop_completion:ack,30
129,4,4,300,600,hop_completion:no_ack,2
129,4,4,300,600,nwk_admission:admitted,32
129,4,4,300,600,nwk_admission:neighbor_flow_full,4824
129,4,4,300,600,nwk_enqueue:local,48
129,4,4,300,600,nwk_forward:local,32
129,4,4,300,600,nwk_nsdp_release:hop_feedback,32
129,4,4,300,600,queue_wait_count,32
129,4,4,300,600,queue_wait_sum_s,2741.6507742719996
129,4,4,300,600,resend_count_sum,17
129,4,4,3000,3300,completion_count,19
129,4,4,3000,3300,hop_admission:admitted,19
129,4,4,3000,3300,hop_completion:ack,15
129,4,4,3000,3300,hop_completion:no_ack,4
129,4,4,3000,3300,nwk_admission:admitted,19
129,4,4,3000,3300,nwk_admission:neighbor_flow_full,4233
129,4,4,3000,3300,nwk_enqueue:local,19
129,4,4,3000,3300,nwk_forward:local,19
129,4,4,3000,3300,nwk_nsdp_release:hop_feedback,19
129,4,4,3000,3300,queue_wait_count,19
129,4,4,3000,3300,queue_wait_sum_s,3746.2912645519996
129,4,4,3000,3300,resend_count_sum,15
129,4,4,3300,3600,completion_count,36
129,4,4,3300,3600,hop_admission:admitted,36
129,4,4,3300,3600,hop_completion:ack,32
129,4,4,3300,3600,hop_completion:no_ack,4
129,4,4,3300,3600,nwk_admission:admitted,36
129,4,4,3300,3600,nwk_admission:neighbor_flow_full,4895
129,4,4,3300,3600,nwk_enqueue:local,36
129,4,4,3300,3600,nwk_forward:local,36
129,4,4,3300,3600,nwk_nsdp_release:hop_feedback,36
129,4,4,3300,3600,queue_wait_count,36
129,4,4,3300,3600,queue_wait_sum_s,5180.96694416
129,4,4,3300,3600,resend_count_sum,34
129,4,4,3600,3900,completion_count,33
129,4,4,3600,3900,hop_admission:admitted,33
129,4,4,3600,3900,hop_completion:ack,26
129,4,4,3600,3900,hop_completion:no_ack,7
129,4,4,3600,3900,nwk_admission:admitted,33
129,4,4,3600,3900,nwk_admission:neighbor_flow_full,5211
129,4,4,3600,3900,nwk_enqueue:local,33
129,4,4,3600,3900,nwk_forward:local,33
129,4,4,3600,3900,nwk_nsdp_release:hop_feedback,33
129,4,4,3600,3900,queue_wait_count,33
129,4,4,3600,3900,queue_wait_sum_s,4095.9916515759987
129,4,4,3600,3900,resend_count_sum,23
129,4,4,3900,4200,completion_count,33
129,4,4,3900,4200,hop_admission:admitted,33
129,4,4,3900,4200,hop_completion:ack,30
129,4,4,3900,4200,hop_completion:no_ack,3
129,4,4,3900,4200,nwk_admission:admitted,33
129,4,4,3900,4200,nwk_admission:neighbor_flow_full,5570
129,4,4,3900,4200,nwk_enqueue:local,33
129,4,4,3900,4200,nwk_forward:local,33
129,4,4,3900,4200,nwk_nsdp_release:hop_feedback,33
129,4,4,3900,4200,queue_wait_count,33
129,4,4,3900,4200,queue_wait_sum_s,5545.279651660001
129,4,4,3900,4200,resend_count_sum,21
129,4,4,4200,4500,completion_count,36
129,4,4,4200,4500,hop_admission:admitted,37
129,4,4,4200,4500,hop_capacity_release:dack_expiry,12
129,4,4,4200,4500,hop_completion:ack,19
129,4,4,4200,4500,hop_completion:dack,12
129,4,4,4200,4500,hop_completion:no_ack,5
129,4,4,4200,4500,nwk_admission:admitted,37
129,4,4,4200,4500,nwk_admission:neighbor_flow_full,6089
129,4,4,4200,4500,nwk_enqueue:local,36
129,4,4,4200,4500,nwk_forward:local,37
129,4,4,4200,4500,nwk_nsdp_release:hop_feedback,36
129,4,4,4200,4500,queue_wait_count,37
129,4,4,4200,4500,queue_wait_sum_s,4494.605821884001
129,4,4,4200,4500,resend_count_sum,21
129,4,4,4500,4800,completion_count,32
129,4,4,4500,4800,hop_admission:admitted,31
129,4,4,4500,4800,hop_capacity_release:dack_expiry,2
129,4,4,4500,4800,hop_completion:ack,25
129,4,4,4500,4800,hop_completion:dack,2
129,4,4,4500,4800,hop_completion:no_ack,5
129,4,4,4500,4800,nwk_admission:admitted,31
129,4,4,4500,4800,nwk_admission:neighbor_flow_full,5028
129,4,4,4500,4800,nwk_enqueue:local,32
129,4,4,4500,4800,nwk_forward:local,31
129,4,4,4500,4800,nwk_nsdp_release:hop_feedback,32
129,4,4,4500,4800,queue_wait_count,31
129,4,4,4500,4800,queue_wait_sum_s,4663.1277743559995
129,4,4,4500,4800,resend_count_sum,28
129,4,4,4800,5100,completion_count,21
129,4,4,4800,5100,hop_admission:admitted,21
129,4,4,4800,5100,hop_completion:ack,19
129,4,4,4800,5100,hop_completion:no_ack,2
129,4,4,4800,5100,nwk_admission:admitted,21
129,4,4,4800,5100,nwk_admission:neighbor_flow_full,4783
129,4,4,4800,5100,nwk_enqueue:local,21
129,4,4,4800,5100,nwk_forward:local,21
129,4,4,4800,5100,nwk_nsdp_release:hop_feedback,21
129,4,4,4800,5100,queue_wait_count,21
129,4,4,4800,5100,queue_wait_sum_s,4026.4335570799994
129,4,4,4800,5100,resend_count_sum,11
129,4,4,5100,5400,completion_count,30
129,4,4,5100,5400,hop_admission:admitted,30
129,4,4,5100,5400,hop_completion:ack,27
129,4,4,5100,5400,hop_completion:no_ack,3
129,4,4,5100,5400,nwk_admission:admitted,30
129,4,4,5100,5400,nwk_admission:neighbor_flow_full,5184
129,4,4,5100,5400,nwk_enqueue:local,30
129,4,4,5100,5400,nwk_forward:local,30
129,4,4,5100,5400,nwk_nsdp_release:hop_feedback,30
129,4,4,5100,5400,queue_wait_count,30
129,4,4,5100,5400,queue_wait_sum_s,5146.47177416
129,4,4,5100,5400,resend_count_sum,17
129,4,4,5400,5700,completion_count,16
129,4,4,5400,5700,hop_admission:admitted,16
129,4,4,5400,5700,hop_completion:ack,14
129,4,4,5400,5700,hop_completion:no_ack,2
129,4,4,5400,5700,nwk_admission:admitted,16
129,4,4,5400,5700,nwk_admission:neighbor_flow_full,3706
129,4,4,5400,5700,nwk_enqueue:local,16
129,4,4,5400,5700,nwk_forward:local,16
129,4,4,5400,5700,nwk_nsdp_release:hop_feedback,16
129,4,4,5400,5700,queue_wait_count,16
129,4,4,5400,5700,queue_wait_sum_s,2999.4548023040015
129,4,4,5400,5700,resend_count_sum,10
129,4,4,5700,6000,completion_count,16
129,4,4,5700,6000,hop_admission:admitted,16
129,4,4,5700,6000,hop_completion:ack,15
129,4,4,5700,6000,hop_completion:no_ack,1
129,4,4,5700,6000,nwk_admission:admitted,16
129,4,4,5700,6000,nwk_admission:neighbor_flow_full,4643
129,4,4,5700,6000,nwk_enqueue:local,16
129,4,4,5700,6000,nwk_forward:local,16
129,4,4,5700,6000,nwk_nsdp_release:hop_feedback,16
129,4,4,5700,6000,queue_wait_count,16
129,4,4,5700,6000,queue_wait_sum_s,5280.708679579998
129,4,4,5700,6000,resend_count_sum,12
129,4,4,600,900,completion_count,16
129,4,4,600,900,hop_admission:admitted,16
129,4,4,600,900,hop_completion:ack,15
129,4,4,600,900,hop_completion:no_ack,1
129,4,4,600,900,nwk_admission:admitted,16
129,4,4,600,900,nwk_admission:neighbor_flow_full,5183
129,4,4,600,900,nwk_enqueue:local,16
129,4,4,600,900,nwk_forward:local,16
129,4,4,600,900,nwk_nsdp_release:hop_feedback,16
129,4,4,600,900,queue_wait_count,16
129,4,4,600,900,queue_wait_sum_s,3923.6236795520003
129,4,4,600,900,resend_count_sum,7
129,4,4,900,1200,completion_count,16
129,4,4,900,1200,hop_admission:admitted,16
129,4,4,900,1200,hop_completion:ack,13
129,4,4,900,1200,hop_completion:no_ack,3
129,4,4,900,1200,nwk_admission:admitted,16
129,4,4,900,1200,nwk_admission:neighbor_flow_full,5088
129,4,4,900,1200,nwk_enqueue:local,16
129,4,4,900,1200,nwk_forward:local,16
129,4,4,900,1200,nwk_nsdp_release:hop_feedback,16
129,4,4,900,1200,queue_wait_count,16
129,4,4,900,1200,queue_wait_sum_s,4656.051679552
129,4,4,900,1200,resend_count_sum,15
129,4,4,1200,1500,completion_count,16
129,4,4,1200,1500,hop_admission:admitted,16
129,4,4,1200,1500,hop_completion:ack,14
129,4,4,1200,1500,hop_completion:no_ack,2
129,4,4,1200,1500,nwk_admission:admitted,16
129,4,4,1200,1500,nwk_admission:neighbor_flow_full,4818
129,4,4,1200,1500,nwk_enqueue:local,16
129,4,4,1200,1500,nwk_forward:local,16
129,4,4,1200,1500,nwk_nsdp_release:hop_feedback,16
129,4,4,1200,1500,queue_wait_count,16
129,4,4,1200,1500,queue_wait_sum_s,5741.215802303999
129,4,4,1200,1500,resend_count_sum,9
129,4,4,1500,1800,completion_count,32
129,4,4,1500,1800,hop_admission:admitted,32
129,4,4,1500,1800,hop_capacity_release:dack_expiry,6
129,4,4,1500,1800,hop_completion:ack,22
129,4,4,1500,1800,hop_completion:dack,6
129,4,4,1500,1800,hop_completion:no_ack,4
129,4,4,1500,1800,nwk_admission:admitted,32
129,4,4,1500,1800,nwk_admission:neighbor_flow_full,5683
129,4,4,1500,1800,nwk_enqueue:local,32
129,4,4,1500,1800,nwk_forward:local,32
129,4,4,1500,1800,nwk_nsdp_release:hop_feedback,32
129,4,4,1500,1800,queue_wait_count,32
129,4,4,1500,1800,queue_wait_sum_s,4658.3293593
129,4,4,1500,1800,resend_count_sum,21
129,4,4,1800,2100,completion_count,29
129,4,4,1800,2100,hop_admission:admitted,29
129,4,4,1800,2100,hop_completion:ack,25
129,4,4,1800,2100,hop_completion:no_ack,4
129,4,4,1800,2100,nwk_admission:admitted,29
129,4,4,1800,2100,nwk_admission:neighbor_flow_full,5948
129,4,4,1800,2100,nwk_enqueue:local,29
129,4,4,1800,2100,nwk_forward:local,29
129,4,4,1800,2100,nwk_nsdp_release:hop_feedback,29
129,4,4,1800,2100,queue_wait_count,29
129,4,4,1800,2100,queue_wait_sum_s,5263.412189467999
129,4,4,1800,2100,resend_count_sum,17
129,4,4,2100,2400,completion_count,19
129,4,4,2100,2400,hop_admission:admitted,19
129,4,4,2100,2400,hop_completion:ack,13
129,4,4,2100,2400,hop_completion:no_ack,6
129,4,4,2100,2400,nwk_admission:admitted,19
129,4,4,2100,2400,nwk_admission:neighbor_flow_full,4575
129,4,4,2100,2400,nwk_enqueue:local,19
129,4,4,2100,2400,nwk_forward:local,19
129,4,4,2100,2400,nwk_nsdp_release:hop_feedback,19
129,4,4,2100,2400,queue_wait_count,19
129,4,4,2100,2400,queue_wait_sum_s,4334.347972192001
129,4,4,2100,2400,resend_count_sum,19
129,4,4,2400,2700,completion_count,27
129,4,4,2400,2700,hop_admission:admitted,30
129,4,4,2400,2700,hop_completion:ack,25
129,4,4,2400,2700,hop_completion:no_ack,2
129,4,4,2400,2700,nwk_admission:admitted,30
129,4,4,2400,2700,nwk_admission:neighbor_flow_full,5205
129,4,4,2400,2700,nwk_enqueue:local,27
129,4,4,2400,2700,nwk_forward:local,30
129,4,4,2400,2700,nwk_nsdp_release:hop_feedback,27
129,4,4,2400,2700,queue_wait_count,30
129,4,4,2400,2700,queue_wait_sum_s,5081.641774468001
129,4,4,2400,2700,resend_count_sum,18
129,4,4,2700,3000,completion_count,26
129,4,4,2700,3000,hop_admission:admitted,23
129,4,4,2700,3000,hop_completion:ack,20
129,4,4,2700,3000,hop_completion:no_ack,6
