case,order,time_ns,event,node,peer,app_source,app_id,hop_seq,ack_bits,dack_bits,mac_state,ack_queue,data_queue,prep,counter,opportunity,advertised,hop_pending,neighbor_outstanding,neighbor_threshold,resend_queue,admitted,rate_kbps,power_dbm
track,181,775042000,ingress_before,2,1,0,0,1,1,0,1,0,1,1,1,3,7,1,1,0,1,2,128,33
track,182,775042000,ingress_after,2,1,0,0,1,1,0,1,0,1,1,1,3,7,1,1,0,1,2,128,33
track,183,775042000,ingress_before,3,1,0,0,1,1,0,1,0,1,1,7,9,1,1,1,0,1,2,128,33
track,184,775042000,ingress_after,3,1,0,0,1,1,0,1,0,1,1,7,9,1,1,1,0,1,2,128,33
track,185,775042028,wake,2,1,0,0,0,0,0,1,0,1,1,1,3,7,1,1,0,1,2,0,0
track,186,775042028,offer,2,1,2,3,0,0,0,1,0,1,1,1,3,7,1,1,0,1,2,0,0
track,187,775042028,blocked,2,1,2,3,0,0,0,1,0,1,1,1,3,7,1,1,0,1,2,0,0
track,188,775042028,wake,3,1,0,0,0,0,0,1,0,1,1,7,9,1,1,1,0,1,2,0,0
track,189,775042028,offer,3,1,3,3,0,0,0,1,0,1,1,7,9,1,1,1,0,1,2,0,0
track,190,775042028,blocked,3,1,3,3,0,0,0,1,0,1,1,7,9,1,1,1,0,1,2,0,0
track,191,780000000,offer,2,1,2,3,0,0,0,1,0,1,1,1,3,7,1,1,0,1,2,0,0
track,192,780000000,blocked,2,1,2,3,0,0,0,1,0,1,1,1,3,7,1,1,0,1,2,0,0
track,193,780000000,offer,3,1,3,3,0,0,0,1,0,1,1,7,9,1,1,1,0,1,2,0,0
track,194,780000000,blocked,3,1,3,3,0,0,0,1,0,1,1,7,9,1,1,1,0,1,2,0,0
track,195,789501000,tx_start,1,2,0,0,1,1,0,3,2,0,0,1,1,1,0,0,0,0,0,128,33
track,196,789501000,tx_start,1,3,0,0,1,1,0,3,2,0,0,1,1,1,0,0,0,0,0,128,33
track,197,793000000,tx_start,2,1,2,2,2,0,0,3,0,1,0,7,3,7,1,1,0,1,2,128,33
track,198,800000000,offer,2,1,2,3,0,0,0,3,0,0,0,7,3,7,1,1,0,1,2,0,0
track,199,800000000,blocked,2,1,2,3,0,0,0,3,0,0,0,7,3,7,1,1,0,1,2,0,0
track,200,800000000,offer,3,1,3,3,0,0,0,1,0,1,1,5,9,1,1,1,0,1,2,0,0
track,201,800000000,blocked,3,1,3,3,0,0,0,1,0,1,1,5,9,1,1,1,0,1,2,0,0
track,202,814042000,ingress_before,2,1,0,0,1,1,0,3,0,0,0,7,3,7,1,1,0,1,2,128,33
track,203,814042000,ingress_after,2,1,0,0,1,1,0,3,0,0,0,7,3,7,1,1,0,1,2,128,33
track,204,814042000,ingress_before,3,1,0,0,1,1,0,1,0,1,1,4,9,1,1,1,0,1,2,128,33
track,205,814042000,ingress_after,3,1,0,0,1,1,0,1,0,1,1,4,9,1,1,1,0,1,2,128,33
