seed,node,source,destination,app_sequence,origin,ingress_peer,enqueue_event,identity_ordinal,same_app_nsdp_owners_before_enqueue,same_app_waiting_before_enqueue,forward_event,hop_admission_event,next_hop,hop_sequence,nsdp_release_event,completion_event,completion_reason,completion_resend_count,capacity_release_event,receiver_feedback_event,receiver_feedback_reason,ingress_hop_sequence,ingress_previous_feedback_event,ingress_previous_feedback_reason,ingress_same_hop_replay,enqueue_s,forward_s,hop_admission_s,completion_s,capacity_release_s,app_unique_delivered_by_stop,app_destination_delivery_events,app_first_delivery_event,app_first_delivery_s,status_at_stop
130,2,7,1,9016,relay,8,2427984,1,0,0,2828175,2828177,4,779,2828875,2828876,dack,0,2847208,2427986,dack,614,,,False,2509.725815346,2947.899293688,2947.899293688,2948.647293632,2968.64729366,True,1,3088784,3199.427811086,released
130,3,3,1,13418,local,,2428625,1,0,0,2429101,2429103,1,3312,2438824,2438825,ack,0,2438825,,,,,,,2510.2,2510.628108105,2510.628108105,2522.897288077,2522.897288077,True,1,2438310,2522.374808077,released
130,5,5,1,13419,local,,2428630,1,0,0,2430463,2430465,1,1420,2454719,2454720,no_ack,2,2454720,,,,,,,2510.2,2511.785111114,2511.785111114,2537.403000028,2537.403000028,True,1,2493066,2576.415811086,released
130,3,3,1,13421,local,,2429117,1,0,0,2429125,2429127,1,3313,2438821,2438822,ack,0,2438822,,,,,,,2510.64,2510.640000028,2510.640000028,2522.897288077,2522.897288077,True,1,2438709,2522.738808077,released
130,3,3,1,13425,local,,2430485,1,0,0,2430496,2430498,1,3314,2439460,2439461,ack,0,2439461,,,,,,,2511.8,2511.800000028,2511.800000028,2523.482288077,2523.482288077,True,1,2439296,2523.362808077,released
130,5,5,1,13426,local,,2430490,1,0,0,2431954,2431956,1,1421,2448624,2448625,ack,0,2448625,,,,,,,2511.8,2512.981111114,2512.981111114,2532.091111086,2532.091111086,True,1,2446957,2530.954811086,released
130,5,5,1,13427,local,,2430510,1,0,0,2431961,2431963,1,1422,2448621,2448622,ack,0,2448622,,,,,,,2511.82,2512.981111114,2512.981111114,2532.091111086,2532.091111086,True,1,2447706,2531.552811086,released
130,8,7,1,13132,relay,7,2430636,1,0,0,4086472,4086474,2,847,4091004,4091005,dack,1,4110777,2430638,dack,698,,,False,2512.091812442,4059.763295402,4059.763295402,4062.929295346,4082.929295374,True,1,4474310,4435.311811086,released
130,8,7,1,13181,relay,7,2431087,1,0,0,4086479,4086481,2,848,4088851,4088852,dack,0,4108797,2431088,dack,699,,,False,2512.481812442,4059.763295402,4059.763295402,4061.434295346,4081.434295374,True,1,4471970,4431.762811086,released
130,8,7,1,13183,relay,7,2431508,1,0,0,4088186,4088188,2,849,4092598,4092599,dack,1,4112833,2431509,dack,700,,,False,2512.858812442,4061.102295402,4061.102295402,4063.982295346,4083.982295374,True,1,4510876,4472.582811086,released
130,3,3,1,13435,local,,2431974,1,0,0,2431985,2431987,1,3315,2439806,2439807,ack,0,2439807,,,,,,,2513.0,2513.000000028,2513.000000028,2523.937288077,2523.937288077,True,1,2439678,2523.739808077,released
130,5,5,1,13436,local,,2431979,1,0,0,2433184,2433186,1,1423,2453066,2453067,ack,0,2453067,,,,,,,2513.0,2515.009111114,2515.009111114,2535.848111086,2535.848111086,True,1,2452927,2535.647811086,released
130,7,7,1,13437,local,,2432042,1,0,0,2485911,2485913,8,714,2487013,2487014,dack,0,2505072,,,,,,,2513.02,2568.741292498,2568.741292498,2569.606292442,2589.60629247,False,0,,,released
130,7,7,1,13438,local,,2432066,1,0,0,2486933,2486935,8,715,2487893,2487894,dack,0,2505930,,,,,,,2513.04,2569.534292498,2569.534292498,2570.308292442,2590.30829247,True,1,4598735,4550.296811086,released
130,7,7,1,13439,local,,2432092,1,0,0,2490988,2490990,8,716,2491996,2491997,dack,0,2510461,,,,,,,2513.06,2574.747292498,2574.747292498,2575.625292442,2595.62529247,False,0,,,released
130,3,3,1,13446,local,,2433197,1,0,0,2433208,2433210,1,3316,2440412,2440413,ack,0,2440413,,,,,,,2515.02,2515.020000028,2515.020000028,2524.587288077,2524.587288077,True,1,2440231,2524.376808077,released
130,5,5,1,13447,local,,2433202,1,0,0,2433215,2433217,1,1424,2454167,2454168,ack,0,2454168,,,,,,,2515.02,2515.020000028,2515.020000028,2536.862111086,2536.862111086,True,1,2454004,2536.752811086,released
130,3,3,1,13448,local,,2433227,1,0,0,2433238,2433240,1,3317,2450596,2450597,no_ack,2,2450597,,,,,,,2515.04,2515.040000028,2515.040000028,2533.685000028,2533.685000028,True,1,2452471,2535.114808077,released
130,5,5,1,13449,local,,2433232,1,0,0,2433245,2433247,1,1425,2473996,2473997,no_ack,2,2473997,,,,,,,2515.04,2515.040000028,2515.040000028,2556.227000028,2556.227000028,True,1,2498241,2582.148811086,released
130,5,5,1,13450,local,,2433263,1,0,0,2433269,2433271,1,1426,2464303,2464304,ack,0,2464304,,,,,,,2515.06,2515.060000028,2515.060000028,2548.081111086,2548.081111086,True,1,2464201,2547.971811086,released
130,4,7,1,7773,relay,2,2433571,1,0,0,2666154,2666156,5,817,2667632,2667633,dack,0,2686094,2433573,dack,695,,,False,2515.458813632,2767.2442925,2767.2442925,2768.493292444,2788.493292472,True,1,2729396,2837.364811086,released
130,3,3,1,13455,local,,2434346,1,0,0,2434357,2434359,1,3318,2442481,2442482,ack,0,2442482,,,,,,,2516.34,2516.340000028,2516.340000028,2526.969108077,2526.969108077,True,1,2442346,2526.794808077,released
130,5,5,1,13456,local,,2434351,1,0,0,2434364,2434366,1,1427,2488057,2488058,no_ack,2,2488058,,,,,,,2516.34,2516.340000028,2516.340000028,2570.488000028,2570.488000028,True,1,2501016,2585.476811086,released
130,5,5,1,13457,local,,2434388,1,0,0,2434394,2434396,1,1428,2472800,2472801,ack,0,2472801,,,,,,,2516.36,2516.360000028,2516.360000028,2555.491111086,2555.491111086,True,1,2472021,2555.056811086,released
130,3,3,1,13460,local,,2435041,1,0,0,2435049,2435051,1,3319,2445232,2445233,ack,1,2445233,,,,,,,2517.28,2517.280000028,2517.280000028,2529.566288077,2529.566288077,True,1,2443059,2527.639808077,released
130,3,3,1,13461,local,,2435073,1,0,0,2435081,2435083,1,3320,2453280,2453281,no_ack,2,2453281,,,,,,,2517.3,2517.300000028,2517.300000028,2535.999000028,2535.999000028,True,1,2455225,2538.000808077,released
130,3,3,1,13463,local,,2435447,1,0,0,2435455,2435457,1,3321,2453709,2453710,no_ack,2,2453710,,,,,,,2517.82,2517.820000028,2517.820000028,2536.415000028,2536.415000028,True,1,2455348,2538.260808077,released
130,3,3,1,13467,local,,2435974,1,0,0,2435985,2435987,1,3322,2445229,2445230,ack,0,2445230,,,,,,,2518.98,2518.980000028,2518.980000028,2529.566288077,2529.566288077,True,1,2444503,2528.835808077,released
130,5,5,1,13468,local,,2435979,1,0,0,2435992,2435994,1,1429,2481840,2481841,ack,0,2481841,,,,,,,2518.98,2518.980000028,2518.980000028,2564.656111086,2564.656111086,True,1,2481289,2563.818811086,released
130,3,3,1,13471,local,,2436482,1,0,0,2436493,2436495,1,3323,2445226,2445227,ack,0,2445227,,,,,,,2519.8,2519.800000028,2519.800000028,2529.566288077,2529.566288077,True,1,2444875,2529.082808077,released
130,5,5,1,13472,local,,2436487,1,0,0,2436500,2436502,1,1430,2481837,2481838,ack,0,2481838,,,,,,,2519.8,2519.800000028,2519.800000028,2564.656111086,2564.656111086,True,1,2481534,2564.130811086,released
130,5,8,1,6716,relay,4,2436738,1,0,0,2436745,2436747,1,1431,2497149,2497150,no_ack,2,2497150,2436740,ack,710,,,False,2520.216812444,2520.216812472,2520.216812472,2580.368000028,2580.368000028,True,1,2501728,2586.347811086,released
130,3,3,1,13476,local,,2437255,1,0,0,2437263,2437265,1,3324,2445223,2445224,ack,0,2445224,,,,,,,2520.94,2520.940000028,2520.940000028,2529.566288077,2529.566288077,True,1,2445051,2529.355808077,released
130,3,3,1,13477,local,,2437273,1,0,0,2437283,2437285,1,3325,2446551,2446552,ack,0,2446552,,,,,,,2520.96,2520.960000028,2520.960000028,2530.632288077,2530.632288077,True,1,2446176,2530.174808077,released
130,5,7,1,6411,relay,4,2437380,1,0,0,2441473,2441475,1,1432,2499064,2499065,no_ack,2,2499065,2437381,ack,711,,,False,2521.165812444,2525.877111114,2525.877111114,2582.890000028,2582.890000028,True,1,2504280,2588.804811086,released
130,3,3,1,13480,local,,2437738,1,0,0,2437746,2437748,1,3326,2446548,2446549,ack,0,2446549,,,,,,,2521.62,2521.620000028,2521.620000028,2530.632288077,2530.632288077,True,1,2446473,2530.512808077,released
130,3,3,1,13481,local,,2438219,1,0,0,2438227,2438229,1,3327,2448616,2448617,ack,0,2448617,,,,,,,2522.18,2522.180000028,2522.180000028,2532.091108077,2532.091108077,True,1,2447491,2531.292808077,released
130,4,7,1,7784,relay,2,2438371,1,0,0,2668867,2668869,5,818,2671442,2671443,dack,1,2690286,2438373,dack,696,,,False,2522.478813632,2768.9732925,2768.9732925,2771.964292444,2791.964292472,True,1,2758997,2870.046811086,released
130,3,3,1,13485,local,,2438835,1,0,0,2438843,2438845,1,3328,2448613,2448614,ack,0,2448614,,,,,,,2522.9,2522.900000028,2522.900000028,2532.091108077,2532.091108077,True,1,2448267,2531.929808077,released
130,3,3,1,13486,local,,2438943,1,0,0,2438951,2438953,1,3329,2450160,2450161,ack,0,2450161,,,,,,,2522.92,2522.920000028,2522.920000028,2533.430108077,2533.430108077,True,1,2449367,2532.722808077,released
130,3,3,1,13488,local,,2439484,1,0,0,2439492,2439494,1,3330,2450157,2450158,ack,0,2450158,,,,,,,2523.5,2523.500000028,2523.500000028,2533.430108077,2533.430108077,True,1,2449942,2533.242808077,released
130,3,3,1,13490,local,,2439817,1,0,0,2439825,2439827,1,3331,2450965,2450966,ack,0,2450966,,,,,,,2523.94,2523.940000028,2523.940000028,2533.885108077,2533.885108077,True,1,2450625,2533.723808077,released
130,3,3,1,13492,local,,2440423,1,0,0,2440441,2440443,1,3332,2452152,2452153,ack,0,2452153,,,,,,,2524.6,2524.600000028,2524.600000028,2534.847108077,2534.847108077,True,1,2451506,2534.243808077,released
130,8,7,1,13199,relay,7,2440733,1,0,0,4108801,4108803,2,850,4109840,4109841,dack,0,4129915,2440735,dack,701,,,False,2525.104812442,4081.434295402,4081.434295402,4082.429295346,4102.429295374,True,1,4491877,4453.654811086,released
130,7,7,1,13496,local,,2441238,1,0,0,2491670,2491672,8,717,2495028,2495029,dack,1,2513178,,,,,,,2525.5,2575.332292498,2575.332292498,2578.134292442,2598.13429247,True,1,4604267,4557.680811086,released
130,5,5,1,13498,local,,2441484,1,0,0,2441490,2441492,1,1433,2490812,2490813,ack,0,2490813,,,,,,,2525.88,2525.880000028,2525.880000028,2574.575111086,2574.575111086,True,1,2490616,2574.153811086,released
130,5,5,1,13499,local,,2441504,1,0,0,2441520,2441522,1,1434,2491813,2491814,ack,0,2491814,,,,,,,2525.9,2525.900000028,2525.900000028,2575.485111086,2575.485111086,True,1,2491625,2575.284811086,released
130,5,5,1,13500,local,,2441533,1,0,0,2448631,2448633,1,1435,2494232,2494233,ack,0,2494233,,,,,,,2525.92,2532.091111114,2532.091111114,2577.526111086,2577.526111086,True,1,2493687,2577.091811086,released
130,5,5,1,13502,local,,2442294,1,0,0,2448638,2448640,1,1436,2496233,2496234,ack,0,2496234,,,,,,,2526.76,2532.091111114,2532.091111114,2579.359111086,2579.359111086,True,1,2495625,2578.612811086,released
130,5,2,1,8932,relay,4,2442303,1,0,0,2453073,2453075,1,1437,2503850,2503851,no_ack,2,2503851,2442305,ack,713,,,False,2526.768812444,2535.848111114,2535.848111114,2588.350000028,2588.350000028,True,1,2512945,2597.761811086,released
130,5,5,1,13504,local,,2442322,1,0,0,2453080,2453082,1,1438,2505185,2505186,no_ack,2,2505186,,,,,,,2526.78,2535.848111114,2535.848111114,2589.767000028,2589.767000028,True,1,2515552,2599.737811086,released
130,3,3,1,13506,local,,2442500,1,0,0,2442508,2442510,1,3333,2452149,2452150,ack,0,2452150,,,,,,,2526.98,2526.980000028,2526.980000028,2534.847108077,2534.847108077,True,1,2452022,2534.659808077,released
130,8,7,1,13213,relay,7,2443255,1,0,0,4110781,4110783,2,851,4112371,4112372,dack,0,4131766,2443257,dack,702,,,False,2527.912812442,4082.929295402,4082.929295402,4083.768295346,4103.768295374,True,1,4502711,4464.535811086,released
130,7,7,1,13509,local,,2443685,1,0,0,2492382,2492384,8,718,2492999,2493000,dack,0,2511738,,,,,,,2528.0,2575.943292498,2575.943292498,2576.353292442,2596.35329247,True,1,4600055,4552.402811086,released
130,8,7,1,13224,relay,7,2444548,1,0,0,4112837,4112839,2,852,4114157,4114158,dack,0,4134042,2444549,dack,703,,,False,2528.900812442,4083.982295402,4083.982295402,4084.938295346,4104.938295374,False,0,,,released
130,7,7,1,13513,local,,2444917,1,0,0,2502285,2502287,8,719,2503364,2503365,dack,0,2521076,,,,,,,2529.1,2587.045292498,2587.045292498,2587.754292442,2607.75429247,True,1,4599554,4551.596811086,released
130,3,3,1,13515,local,,2445248,1,0,0,2445256,2445258,1,3334,2454468,2454469,ack,0,2454469,,,,,,,2529.58,2529.580000028,2529.580000028,2537.174108077,2537.174108077,True,1,2453552,2536.154808077,released
130,3,3,1,13516,local,,2445269,1,0,0,2445277,2445279,1,3335,2454465,2454466,ack,0,2454466,,,,,,,2529.6,2529.600000028,2529.600000028,2537.174108077,2537.174108077,True,1,2453757,2536.492808077,released
130,3,3,1,13517,local,,2445295,1,0,0,2445303,2445305,1,3336,2461515,2461516,no_ack,2,2461516,,,,,,,2529.62,2529.620000028,2529.620000028,2545.047000028,2545.047000028,True,1,2463072,2546.463808077,released
130,3,3,1,13518,local,,2445316,1,0,0,2445324,2445326,1,3337,2454855,2454856,ack,0,2454856,,,,,,,2529.64,2529.640000028,2529.640000028,2537.655108077,2537.655108077,True,1,2454768,2537.506808077,released
130,4,7,1,7853,relay,2,2446272,1,0,0,2669113,2669115,5,819,2677245,2677246,no_ack,2,2677246,2446274,dack,697,,,False,2530.356813632,2769.1622925,2769.1622925,2779.084000028,2779.084000028,False,0,,,released
130,3,3,1,13522,local,,2446562,1,0,0,2446570,2446572,1,3338,2455848,2455849,ack,0,2455849,,,,,,,2530.64,2530.640000028,2530.640000028,2539.033108077,2539.033108077,True,1,2455658,2538.871808077,released
130,3,3,1,13523,local,,2446586,1,0,0,2446594,2446596,1,3339,2456713,2456714,ack,0,2456714,,,,,,,2530.66,2530.660000028,2530.660000028,2539.797288077,2539.797288077,True,1,2456113,2539.287808077,released
130,2,7,1,9044,relay,8,2446604,1,0,0,2828182,2828184,4,780,2830952,2830953,dack,1,2849622,2446606,dack,615,,,False,2530.668815346,2947.899293688,2947.899293688,2951.455293632,2971.45529366,True,1,3044677,3159.842811086,released
130,2,7,1,9060,relay,8,2447056,1,0,0,2828566,2828568,4,781,2831433,2831434,dack,1,2850117,2447057,dack,616,,,False,2531.097815346,2948.406293688,2948.406293688,2952.118293632,2972.11829366,True,1,3069289,3181.864811086,released
130,3,3,1,13530,local,,2448649,1,0,0,2448660,2448662,1,3340,2456710,2456711,ack,0,2456711,,,,,,,2532.1,2532.100000028,2532.100000028,2539.797288077,2539.797288077,True,1,2456481,2539.612808077,released
130,5,5,1,13531,local,,2448654,1,0,0,2454174,2454176,1,1439,2498011,2498012,ack,0,2498012,,,,,,,2532.1,2536.862111114,2536.862111114,2581.842111086,2581.842111086,True,1,2497533,2581.134811086,released
130,3,3,1,13532,local,,2448681,1,0,0,2448692,2448694,1,3341,2457280,2457281,ack,0,2457281,,,,,,,2532.12,2532.120000028,2532.120000028,2540.408288077,2540.408288077,True,1,2456988,2540.093808077,released
130,5,5,1,13533,local,,2448686,1,0,0,2464310,2464312,1,1440,2498008,2498009,ack,0,2498009,,,,,,,2532.12,2548.081111114,2548.081111114,2581.842111086,2581.842111086,True,1,2497910,2581.654811086,released
130,5,2,1,8933,relay,4,2448963,1,0,0,2472807,2472809,1,1441,2499630,2499631,ack,0,2499631,2448965,ack,714,,,False,2532.449812444,2555.491111114,2555.491111114,2583.675111086,2583.675111086,True,1,2498743,2582.642811086,released
130,3,3,1,13537,local,,2450176,1,0,0,2450188,2450190,1,3342,2458049,2458050,ack,0,2458050,,,,,,,2533.44,2533.440000028,2533.440000028,2541.071288077,2541.071288077,True,1,2457920,2540.847808077,released
130,8,7,1,13234,relay,7,2450196,1,0,0,4129919,4129921,2,853,4130547,4130548,dack,0,4150925,2450198,dack,704,,,False,2533.450812442,4102.429295402,4102.429295402,4102.865295346,4122.865295374,True,1,4504845,4466.472811086,released
130,3,3,1,13539,local,,2450448,1,0,0,2450456,2450458,1,3343,2458883,2458884,ack,0,2458884,,,,,,,2533.46,2533.460000028,2533.460000028,2542.163288077,2542.163288077,True,1,2458401,2541.484808077,released
130,3,3,1,13540,local,,2450603,1,0,0,2450611,2450613,1,3344,2458880,2458881,ack,0,2458881,,,,,,,2533.7,2533.700000028,2533.700000028,2542.163288077,2542.163288077,True,1,2458785,2541.991808077,released
130,8,7,1,13287,relay,7,2450712,1,0,0,4131770,4131772,2,854,4133011,4133012,dack,0,4153154,2450713,dack,705,,,False,2533.879812442,4103.768295402,4103.768295402,4104.451295346,4124.451295374,True,1,4507063,4469.397811086,released
130,3,3,1,13543,local,,2450987,1,0,0,2450995,2450997,1,3345,2459750,2459751,ack,0,2459751,,,,,,,2533.9,2533.900000028,2533.900000028,2543.034288077,2543.034288077,True,1,2459440,2542.771808077,released
130,7,7,1,13544,local,,2451269,1,0,0,2505076,2505078,8,720,2505776,2505777,dack,0,2523283,,,,,,,2534.1,2589.606292498,2589.606292498,2590.159292442,2610.15929247,True,1,4626519,4575.854811086,released
130,7,7,1,13545,local,,2451300,1,0,0,2505934,2505936,8,721,2506530,2506531,dack,0,2524346,,,,,,,2534.12,2590.308292498,2590.308292498,2590.874292442,2610.87429247,True,1,4640354,4588.568811086,released
130,8,7,1,13299,relay,7,2451697,1,0,0,4134046,4134048,2,855,4135594,4135595,dack,0,4155085,2451698,dack,706,,,False,2534.568812442,4104.938295402,4104.938295402,4105.543295346,4125.543295374,True,1,4519154,4477.691811086,released
130,7,7,1,13548,local,,2451998,1,0,0,2510465,2510467,8,722,2512311,2512312,dack,0,2528714,,,,,,,2534.64,2595.625292498,2595.625292498,2596.815292442,2616.81529247,True,1,4645510,4593.833811086,released
130,3,3,1,13550,local,,2452173,1,0,0,2452181,2452183,1,3346,2460388,2460389,ack,0,2460389,,,,,,,2534.86,2534.860000028,2534.860000028,2543.840288077,2543.840288077,True,1,2459882,2543.291808077,released
130,3,3,1,13551,local,,2452204,1,0,0,2452212,2452214,1,3347,2460385,2460386,ack,0,2460386,,,,,,,2534.88,2534.880000028,2534.880000028,2543.840288077,2543.840288077,True,1,2460188,2543.694808077,released
130,5,5,1,13554,local,,2453097,1,0,0,2481847,2481849,1,1442,2508031,2508032,no_ack,2,2508032,,,,,,,2535.86,2564.656111114,2564.656111114,2592.588000028,2592.588000028,True,1,2517966,2602.285811086,released
130,4,2,1,11170,relay,2,2453166,1,0,0,2671166,2671168,5,820,2677460,2677461,ack,2,2677461,2453168,ack,698,,,False,2535.985813632,2771.5932925,2771.5932925,2779.283292444,2779.283292444,True,1,2738467,2848.245811086,released
130,3,3,1,13556,local,,2453287,1,0,0,2453295,2453297,1,3348,2461341,2461342,ack,0,2461342,,,,,,,2536.0,2536.000000028,2536.000000028,2544.724288077,2544.724288077,True,1,2460921,2544.292808077,released
130,2,2,1,13557,local,,2453431,1,0,0,2835354,2835356,4,782,2837408,2837409,ack,1,2837409,,,,,,,2536.08,2956.908293688,2956.908293688,2959.658293632,2959.658293632,True,1,3073354,3185.764811086,released
130,3,3,1,13559,local,,2453727,1,0,0,2454475,2454477,1,3349,2461338,2461339,ack,0,2461339,,,,,,,2536.42,2537.174108105,2537.174108105,2544.724288077,2544.724288077,True,1,2461129,2544.539808077,released
130,4,7,1,7828,relay,2,2453850,1,0,0,2677467,2677469,5,821,2688617,2688618,no_ack,2,2688618,2453851,dack,699,,,False,2536.661813632,2779.283292472,2779.283292472,2790.433000028,2790.433000028,False,0,,,released
130,5,5,1,13563,local,,2454193,1,0,0,2481854,2481856,1,1443,2501301,2501302,ack,0,2501302,,,,,,,2536.88,2564.656111114,2564.656111114,2585.833111086,2585.833111086,True,1,2500737,2585.138811086,released
130,3,3,1,13564,local,,2454490,1,0,0,2454498,2454500,1,3350,2461604,2461605,ack,0,2461605,,,,,,,2537.18,2537.180000028,2537.180000028,2545.166288077,2545.166288077,True,1,2461540,2545.072808077,released
130,3,3,1,13565,local,,2454514,1,0,0,2454862,2454864,1,3351,2462498,2462499,ack,0,2462499,,,,,,,2537.2,2537.655108105,2537.655108105,2545.816288077,2545.816288077,True,1,2461941,2545.514808077,released
130,5,5,1,13566,local,,2454732,1,0,0,2490819,2490821,1,1444,2514005,2514006,no_ack,2,2514006,,,,,,,2537.42,2574.575111114,2574.575111114,2598.841000028,2598.841000028,True,1,2518560,2603.299811086,released
130,3,3,1,13568,local,,2454872,1,0,0,2454880,2454882,1,3352,2463245,2463246,ack,0,2463246,,,,,,,2537.66,2537.660000028,2537.660000028,2546.687288077,2546.687288077,True,1,2462809,2546.073808077,released
130,5,2,1,8946,relay,4,2455512,1,0,0,2491820,2491822,1,1445,2503992,2503993,ack,0,2503993,2455514,ack,715,,,False,2538.572812444,2575.485111114,2575.485111114,2588.407111086,2588.407111086,True,1,2503523,2588.011811086,released
130,3,3,1,13573,local,,2455865,1,0,0,2455873,2455875,1,3353,2463649,2463650,ack,0,2463650,,,,,,,2539.04,2539.040000028,2539.040000028,2547.129288077,2547.129288077,True,1,2463589,2547.048808077,released
130,4,2,1,11205,relay,2,2455974,1,0,0,2681965,2681967,5,822,2683582,2683583,ack,0,2683583,2455976,ack,700,,,False,2539.248813632,2784.5412925,2784.5412925,2786.004292444,2786.004292444,True,1,2740122,2849.779811086,released
130,2,2,1,13576,local,,2456306,1,0,0,2837415,2837417,4,783,2837883,2837884,ack,0,2837884,,,,,,,2539.44,2959.65829366,2959.65829366,2960.191293632,2960.191293632,True,1,3080078,3192.238811086,released
130,4,7,1,7895,relay,2,2456542,1,0,0,2683589,2683591,5,823,2689157,2689158,ack,2,2689158,2456543,dack,701,,,False,2539.716813632,2786.004292472,2786.004292472,2790.697292444,2790.697292444,True,1,2741375,2851.664811086,released
130,3,3,1,13579,local,,2456724,1,0,0,2456732,2456734,1,3354,2464298,2464299,ack,0,2464299,,,,,,,2539.8,2539.800000028,2539.800000028,2548.081108077,2548.081108077,True,1,2464075,2547.672808077,released
130,3,3,1,13580,local,,2456745,1,0,0,2456753,2456755,1,3355,2465662,2465663,ack,0,2465663,,,,,,,2539.82,2539.820000028,2539.820000028,2549.238108077,2549.238108077,True,1,2464911,2548.595808077,released
130,3,3,1,13582,local,,2457291,1,0,0,2457299,2457301,1,3356,2465659,2465660,ack,0,2465660,,,,,,,2540.42,2540.420000028,2540.420000028,2549.238108077,2549.238108077,True,1,2465367,2549.037808077,released
130,3,3,1,13584,local,,2458059,1,0,0,2458067,2458069,1,3357,2466817,2466818,ack,0,2466818,,,,,,,2541.08,2541.080000028,2541.080000028,2550.226108077,2550.226108077,True,1,2466431,2549.739808077,released
130,5,8,1,6758,relay,4,2458113,1,0,0,2494239,2494241,1,1446,2506968,2506969,ack,0,2506969,2458114,ack,716,,,False,2541.172812444,2577.526111114,2577.526111114,2591.527111086,2591.527111086,True,1,2505836,2590.195811086,released
130,5,7,1,6444,relay,4,2458750,1,0,0,2494246,2494248,1,1447,2506965,2506966,ack,0,2506966,2458751,ack,717,,,False,2541.952812444,2577.526111114,2577.526111114,2591.527111086,2591.527111086,True,1,2506489,2590.832811086,released
130,3,3,1,13589,local,,2458897,1,0,0,2458905,2458907,1,3358,2466814,2466815,ack,0,2466815,,,,,,,2542.18,2542.180000028,2542.180000028,2550.226108077,2550.226108077,True,1,2466650,2550.025808077,released
130,3,3,1,13590,local,,2458916,1,0,0,2458924,2458926,1,3359,2467281,2467282,ack,0,2467282,,,,,,,2542.2,2542.200000028,2542.200000028,2550.707108077,2550.707108077,True,1,2467060,2550.532808077,released
130,5,7,1,6490,relay,4,2459387,1,0,0,2496240,2496242,1,1448,2513238,2513239,ack,0,2513239,2459388,ack,718,,,False,2542.719812444,2579.359111114,2579.359111114,2598.183111086,2598.183111086,True,1,2512539,2597.085811086,released
130,3,3,1,13593,local,,2459761,1,0,0,2459769,2459771,1,3360,2468164,2468165,ack,0,2468165,,,,,,,2543.04,2543.040000028,2543.040000028,2551.575288077,2551.575288077,True,1,2467448,2551.000808077,released
130,4,7,1,7868,relay,2,2460005,1,0,0,2686098,2686100,5,824,2690127,2690128,ack,1,2690128,2460007,dack,702,,,False,2543.512813632,2788.4932925,2788.4932925,2791.776292444,2791.776292444,True,1,2742037,2852.600811086,released
130,3,3,1,13597,local,,2460403,1,0,0,2460411,2460413,1,3361,2468161,2468162,ack,0,2468162,,,,,,,2543.86,2543.860000028,2543.860000028,2551.575288077,2551.575288077,True,1,2468108,2551.507808077,released
130,3,3,1,13598,local,,2460433,1,0,0,2460441,2460443,1,3362,2469089,2469090,ack,0,2469090,,,,,,,2543.88,2543.880000028,2543.880000028,2552.485288077,2552.485288077,True,1,2468944,2552.417808077,released
130,3,3,1,13601,local,,2461355,1,0,0,2461363,2461365,1,3363,2469853,2469854,ack,0,2469854,,,,,,,2544.74,2544.740000028,2544.740000028,2553.226288077,2553.226288077,True,1,2469629,2553.028808077,released
130,3,3,1,13602,local,,2461374,1,0,0,2461382,2461384,1,3364,2471568,2471569,ack,0,2471569,,,,,,,2544.76,2544.760000028,2544.760000028,2554.539288077,2554.539288077,True,1,2470243,2553.548808077,released
130,3,3,1,13603,local,,2461523,1,0,0,2461531,2461533,1,3365,2471565,2471566,ack,0,2471566,,,,,,,2545.06,2545.060000028,2545.060000028,2554.539288077,2554.539288077,True,1,2470554,2553.899808077,released
130,3,3,1,13605,local,,2461616,1,0,0,2461624,2461626,1,3366,2471562,2471563,ack,0,2471563,,,,,,,2545.18,2545.180000028,2545.180000028,2554.539288077,2554.539288077,True,1,2471255,2554.471808077,released
130,5,7,1,6429,relay,4,2461697,1,0,0,2498018,2498020,1,1449,2514100,2514101,ack,0,2514101,2461698,ack,719,,,False,2545.332812444,2581.842111114,2581.842111114,2598.885111086,2598.885111086,True,1,2513949,2598.775811086,released
130,8,7,1,13302,relay,7,2462228,1,0,0,4150929,4150931,2,856,4152081,4152082,dack,0,4173135,2462230,dack,707,,,False,2545.774812442,4122.865295402,4122.865295402,4123.808295346,4143.808295374,False,0,,,released
130,3,3,1,13609,local,,2462615,1,0,0,2462623,2462625,1,3367,2472795,2472796,ack,0,2472796,,,,,,,2545.82,2545.820000028,2545.820000028,2555.491108077,2555.491108077,True,1,2472682,2555.342808077,released
130,7,7,1,13610,local,,2462731,1,0,0,2511742,2511744,8,723,2512309,2512310,dack,0,2528713,,,,,,,2545.94,2596.353292498,2596.353292498,2596.815292442,2616.81529247,True,1,4646615,4595.289811086,released
130,3,3,1,13613,local,,2463363,1,0,0,2463376,2463378,1,3368,2481641,2481642,no_ack,2,2481642,,,,,,,2546.7,2546.700000028,2546.700000028,2564.339000028,2564.339000028,True,1,2483020,2566.197808077,released
130,3,3,1,13615,local,,2463660,1,0,0,2463668,2463670,1,3369,2474746,2474747,ack,0,2474747,,,,,,,2547.14,2547.140000028,2547.140000028,2556.895108077,2556.895108077,True,1,2474217,2556.460808077,released
130,3,3,1,13618,local,,2464333,1,0,0,2464344,2464346,1,3370,2474743,2474744,ack,0,2474744,,,,,,,2548.1,2548.100000028,2548.100000028,2556.895108077,2556.895108077,True,1,2474411,2556.746808077,released
